"file","row_index","key"
"all-translations.csv","6920","sign out of cloud changes clear data prompt"
"all-translations.csv","6921","signed in"
"all-translations.csv","6922","cloud changes"
"all-translations.csv","6923","compare changes"
"all-translations.csv","6924","confirm delete all"
"all-translations.csv","6925","confirm delete all detail"
"all-translations.csv","6928","local copy"
"all-translations.csv","6930","open file"
"all-translations.csv","6936","cloud changes"
"all-translations.csv","6950","copy id"
"all-translations.csv","6952","disable workspace"
"all-translations.csv","6956","requests count"
"all-translations.csv","6957","requests count title"
"all-translations.csv","6959","session requests count"
"all-translations.csv","6971","cache size"
"all-translations.csv","6974","Changelog title"
"all-translations.csv","6980","disk space used"
"all-translations.csv","6981","extension pack"
"all-translations.csv","6982","extension version"
"all-translations.csv","6988","find next"
"all-translations.csv","6989","find previous"
"all-translations.csv","6990","id"
"all-translations.csv","6991","Install Info"
"all-translations.csv","6993","last released"
"all-translations.csv","6994","last updated"
"all-translations.csv","6997","Marketplace Info"
"all-translations.csv","7005","Readme title"
"all-translations.csv","7009","size when installed"
"all-translations.csv","7021","extension features list"
"all-translations.csv","7029","uncaught errors"
"all-translations.csv","7041","install and do no sync"
"all-translations.csv","7042","no"
"all-translations.csv","7044","show recommendations"
"all-translations.csv","7045","this repository"
"all-translations.csv","7049","builtin filter"
"all-translations.csv","7055","disabled filter"
"all-translations.csv","7057","download pre-release"
"all-translations.csv","7058","download specific version"
"all-translations.csv","7059","download VSIX"
"all-translations.csv","7064","enabled filter"
"all-translations.csv","7067","extension updates filter"
"all-translations.csv","7102","featured filter"
"all-translations.csv","7103","filter by category"
"all-translations.csv","7107","id required"
"all-translations.csv","7110","install button"
"all-translations.csv","7111","install installAndDonotSync"
"all-translations.csv","7113","installed filter"
"all-translations.csv","7138","most popular filter"
"all-translations.csv","7139","most popular recommended"
"all-translations.csv","7144","recently published filter"
"all-translations.csv","7147","show pre-release version"
"all-translations.csv","7148","show released version"
"all-translations.csv","7160","sort by installs"
"all-translations.csv","7161","sort by name"
"all-translations.csv","7162","sort by published date"
"all-translations.csv","7163","sort by rating"
"all-translations.csv","7164","sort by update date"
"all-translations.csv","7165","sorty by"
"all-translations.csv","7198","workspace unsupported filter"
"all-translations.csv","7200","auto update message"
"all-translations.csv","7202","Cannot be enabled"
"all-translations.csv","7203","cannot be installed"
"all-translations.csv","7204","check logs"
"all-translations.csv","7206","configure in settings"
"all-translations.csv","7210","Defined to run in desktop"
"all-translations.csv","7212","deprecated message"
"all-translations.csv","7213","deprecated tooltip"
"all-translations.csv","7214","deprecated with alternate extension message"
"all-translations.csv","7215","deprecated with alternate extension tooltip"
"all-translations.csv","7216","deprecated with alternate settings message"
"all-translations.csv","7217","deprecated with alternate settings tooltip"
"all-translations.csv","7220","disabled - not allowed"
"all-translations.csv","7221","disabled because of virtual workspace"
"all-translations.csv","7222","disabled by environment"
"all-translations.csv","7227","do not sync"
"all-translations.csv","7232","enabled by environment"
"all-translations.csv","7233","enabled in web worker"
"all-translations.csv","7234","enabled locally"
"all-translations.csv","7235","enabled remotely"
"all-translations.csv","7240","extension disabled because of dependency"
"all-translations.csv","7241","extension disabled because of trust requirement"
"all-translations.csv","7242","extension enabled on remote"
"all-translations.csv","7243","extension limited because of trust requirement"
"all-translations.csv","7244","extension limited because of virtual workspace"
"all-translations.csv","7252","finished installing"
"all-translations.csv","7253","globally disabled"
"all-translations.csv","7258","install another version"
"all-translations.csv","7259","install anyway"
"all-translations.csv","7260","install browser"
"all-translations.csv","7261","install confirmation"
"all-translations.csv","7262","install donot verify"
"all-translations.csv","7263","Install in local server to enable"
"all-translations.csv","7264","install in remote"
"all-translations.csv","7265","Install in remote server to enable"
"all-translations.csv","7266","Install language pack also in remote server"
"all-translations.csv","7267","Install language pack also locally"
"all-translations.csv","7268","install local extensions title"
"all-translations.csv","7269","install locally"
"all-translations.csv","7270","install operation"
"all-translations.csv","7271","install pre-release"
"all-translations.csv","7272","install pre-release version"
"all-translations.csv","7273","install prerelease"
"all-translations.csv","7274","install previous version"
"all-translations.csv","7275","install release version"
"all-translations.csv","7276","install remote extensions"
"all-translations.csv","7277","install vsix"
"all-translations.csv","7278","install workspace version"
"all-translations.csv","7283","installing extensions"
"all-translations.csv","7286","learn more"
"all-translations.csv","7287","malicious tooltip"
"all-translations.csv","7289","manage access"
"all-translations.csv","7291","migrate to"
"all-translations.csv","7293","missing from gallery tooltip"
"all-translations.csv","7294","more information"
"all-translations.csv","7295","no local extensions"
"all-translations.csv","7296","no versions"
"all-translations.csv","7297","not signed"
"all-translations.csv","7298","not signed detail"
"all-translations.csv","7299","not signed tooltip"
"all-translations.csv","7302","reload window"
"all-translations.csv","7303","report issue"
"all-translations.csv","7304","report issue body"
"all-translations.csv","7305","report issue title"
"all-translations.csv","7306","restart extensions"
"all-translations.csv","7307","restart product"
"all-translations.csv","7309","select and install local extensions"
"all-translations.csv","7310","select and install remote extensions"
"all-translations.csv","7311","select color theme"
"all-translations.csv","7312","select extensions to install"
"all-translations.csv","7313","select file icon theme"
"all-translations.csv","7314","select product icon theme"
"all-translations.csv","7318","Show alternate extension"
"all-translations.csv","7336","update operation"
"all-translations.csv","7337","update product"
"all-translations.csv","7338","update to"
"all-translations.csv","7344","verification failed"
"all-translations.csv","7345","VS Code for Web"
"all-translations.csv","7351","workspace disabled"
"all-translations.csv","7352","workspace enabled"
"all-translations.csv","7355","auto install missing deps"
"all-translations.csv","7357","finished installing missing deps"
"all-translations.csv","7358","no missing deps"
"all-translations.csv","7394","Unknown Extension"
"all-translations.csv","7395","access denied"
"all-translations.csv","7402","click show"
"all-translations.csv","7417","install remote in local"
"all-translations.csv","7420","malicious warning"
"all-translations.csv","7422","open user settings"
"all-translations.csv","7425","recently updated"
"all-translations.csv","7431","select and install local extensions"
"all-translations.csv","7433","sign in"
"all-translations.csv","7434","sign in enterprise marketplace"
"all-translations.csv","7444","no extensions found"
"all-translations.csv","7445","no local extensions"
"all-translations.csv","7446","offline error"
"all-translations.csv","7447","showing local extensions only"
"all-translations.csv","7454","feature access label"
"all-translations.csv","7455","feature usage label"
"all-translations.csv","7456","has prerelease"
"all-translations.csv","7457","install count"
"all-translations.csv","7458","local extension"
"all-translations.csv","7463","publisher verified tooltip"
"all-translations.csv","7466","remote extension title"
"all-translations.csv","7467","Show prerelease version"
"all-translations.csv","7472","uncaught error"
"all-translations.csv","7473","uncaught errors"
"all-translations.csv","7475","verified publisher"
"all-translations.csv","7476","workspace extension"
"all-translations.csv","7478","cannot be installed"
"all-translations.csv","7485","deprecated extensions"
"all-translations.csv","7486","disable all"
"all-translations.csv","7489","disallowed extensions"
"all-translations.csv","7490","disallowed extensions by policy"
"all-translations.csv","7492","download title"
"all-translations.csv","7494","downloading..."
"all-translations.csv","7495","enable locally"
"all-translations.csv","7496","enable remote"
"all-translations.csv","7501","extension not found"
"all-translations.csv","7509","installing extension"
"all-translations.csv","7510","installing named extension"
"all-translations.csv","7514","Manifest is not found"
"all-translations.csv","7517","no versions"
"all-translations.csv","7518","not an extension"
"all-translations.csv","7519","not found"
"all-translations.csv","7520","not found version"
"all-translations.csv","7521","not signed"
"all-translations.csv","7523","platform placeholder"
"all-translations.csv","7533","report issue"
"all-translations.csv","7535","restart extensions"
"all-translations.csv","7539","sync extension"
"all-translations.csv","7562","no"
"all-translations.csv","7627","character left"
"all-translations.csv","7628","characters left"
"all-translations.csv","7633","other ways to contact us"
"all-translations.csv","7636","request a missing feature"
"all-translations.csv","7640","submit a bug"
"all-translations.csv","7641","tell us why"
"all-translations.csv","8333","ok"
"all-translations.csv","8366","ask to download insiders"
"all-translations.csv","8367","ask to reproduce issue"
"all-translations.csv","8370","download insiders"
"all-translations.csv","8373","I cannot reproduce"
"all-translations.csv","8374","issue is in core"
"all-translations.csv","8375","issue is with configuration"
"all-translations.csv","8378","report anyway"
"all-translations.csv","8381","This is Bad"
"all-translations.csv","8383","troubleshoot issue"
"all-translations.csv","8385","use insiders"
"all-translations.csv","8464","language id"
"all-translations.csv","8466","localizations language name"
"all-translations.csv","8467","localizations localized language name"
"all-translations.csv","8490","remote name"
"all-translations.csv","8492","show window log"
"all-translations.csv","8497","log placeholder"
"all-translations.csv","8504","sessions placeholder"
"all-translations.csv","8532","show active file"
"all-translations.csv","8533","show errors"
"all-translations.csv","8534","show excluded files"
"all-translations.csv","8535","show infos"
"all-translations.csv","8536","show multiline"
"all-translations.csv","8537","show singleline"
"all-translations.csv","8538","show warnings"
"all-translations.csv","8569","multi line"
"all-translations.csv","8571","single line"
"all-translations.csv","8573","No problems filtered"
"all-translations.csv","8574","problems filtered"
"all-translations.csv","8575","showing filtered problems"
"all-translations.csv","8783","disabled - not allowed"
"all-translations.csv","8807","id"
"all-translations.csv","8808","Install Info"
"all-translations.csv","8809","last released"
"all-translations.csv","8812","Marketplace Info"
"all-translations.csv","8820","Readme title"
"all-translations.csv","8836","mcp servers"
"all-translations.csv","8841","install count"
"all-translations.csv","8844","remote user extension"
"all-translations.csv","8845","verified publisher"
"all-translations.csv","8846","workspace extension"
"all-translations.csv","8847","cannot be installed"
"all-translations.csv","8849","not an extension"
"all-translations.csv","8870","id"
"all-translations.csv","9061","is"
"all-translations.csv","9522","Notebook id"
"all-translations.csv","9523","Notebook mimetypes"
"all-translations.csv","9524","Notebook name"
"all-translations.csv","9525","Notebook renderer name"
"all-translations.csv","9563","no"
"all-translations.csv","9596","webview title"
"all-translations.csv","9704","output model title"
"all-translations.csv","9733","extension label"
"all-translations.csv","9737","keyboard shortcuts aria label"
"all-translations.csv","9746","show keybindings"
"all-translations.csv","9747","show sorted keybindings"
"all-translations.csv","9835","manage workspace trust"
"all-translations.csv","9841","unknown configuration setting"
"all-translations.csv","9868","settings require trust"
"all-translations.csv","10071","configure keybinding"
"all-translations.csv","10094","secondary side bar"
"all-translations.csv","10283","ui"
"all-translations.csv","10328","sign in using account"
"all-translations.csv","10329","signed in"
"all-translations.csv","10371","move to next change"
"all-translations.csv","10372","move to previous change"
"all-translations.csv","10377","show next change"
"all-translations.csv","10378","show previous change"
"all-translations.csv","10394","no history items"
"all-translations.csv","10395","no open repo"
"all-translations.csv","10396","no open repo in an untrusted workspace"
"all-translations.csv","10397","open in external terminal"
"all-translations.csv","10398","open in integrated terminal"
"all-translations.csv","10402","scm accept"
"all-translations.csv","10403","scm view next commit"
"all-translations.csv","10404","scm view previous commit"
"all-translations.csv","10455","source control"
"all-translations.csv","10456","source control graph"
"all-translations.csv","10457","source control repositories"
"all-translations.csv","10458","source control view"
"all-translations.csv","10516","scm history"
"all-translations.csv","10523","collapse all"
"all-translations.csv","10524","expand all"
"all-translations.csv","10746","unable to open"
"all-translations.csv","10747","unable to open trust"
"all-translations.csv","10874","generating link"
"all-translations.csv","10875","open link"
"all-translations.csv","10882","type to filter"
"all-translations.csv","11300","go"
"all-translations.csv","11584","no"
"all-translations.csv","12244","debug test"
"all-translations.csv","12261","run test"
"all-translations.csv","12262","run with cover test"
"all-translations.csv","12323","coverage test"
"all-translations.csv","12324","debug all test"
"all-translations.csv","12325","debug test"
"all-translations.csv","12327","peek failure"
"all-translations.csv","12329","reveal test"
"all-translations.csv","12330","run all test"
"all-translations.csv","12331","run all test with coverage"
"all-translations.csv","12332","run test"
"all-translations.csv","12383","debug test"
"all-translations.csv","12389","run test"
"all-translations.csv","12546","installing extensions"
"all-translations.csv","12548","manage extension"
"all-translations.csv","12624","download update"
"all-translations.csv","12625","download update_1"
"all-translations.csv","12630","installUpdate..."
"all-translations.csv","12632","learn more"
"all-translations.csv","12634","read the release notes"
"all-translations.csv","12647","update service"
"all-translations.csv","12648","update service disabled"
"all-translations.csv","12655","use insiders"
"all-translations.csv","12656","use stable"
"all-translations.csv","12684","change profile"
"all-translations.csv","12685","create profile"
"all-translations.csv","12687","delete profile"
"all-translations.csv","12688","delete specific profile"
"all-translations.csv","12689","export profile"
"all-translations.csv","12690","export profile in share"
"all-translations.csv","12691","manage profiles"
"all-translations.csv","12693","New Profile Window"
"all-translations.csv","12694","new window with profile"
"all-translations.csv","12697","open profile"
"all-translations.csv","12698","open profiles"
"all-translations.csv","12700","pick profile"
"all-translations.csv","12701","pick profile to delete"
"all-translations.csv","12703","save profile as"
"all-translations.csv","12707","cleanup profile"
"all-translations.csv","12708","create temporary profile"
"all-translations.csv","12709","reset workspaces"
"all-translations.csv","12714","change profile"
"all-translations.csv","12717","contents source description"
"all-translations.csv","12718","copy description"
"all-translations.csv","12719","copy from default"
"all-translations.csv","12720","copy from description"
"all-translations.csv","12721","copy from profile description"
"all-translations.csv","12722","copy info"
"all-translations.csv","12723","copy profile from"
"all-translations.csv","12724","create from"
"all-translations.csv","12725","current description"
"all-translations.csv","12727","default description"
"all-translations.csv","12728","default info"
"all-translations.csv","12729","default profile contents description"
"all-translations.csv","12734","empty profile"
"all-translations.csv","12735","enable for current window"
"all-translations.csv","12736","enable for new windows"
"all-translations.csv","12740","from existing profiles"
"all-translations.csv","12741","from template"
"all-translations.csv","12742","from templates"
"all-translations.csv","12747","import from file"
"all-translations.csv","12748","import from url"
"all-translations.csv","12749","import profile dialog"
"all-translations.csv","12750","import profile placeholder"
"all-translations.csv","12751","import profile quick pick title"
"all-translations.csv","12757","name required"
"all-translations.csv","12758","new from template"
"all-translations.csv","12762","none description"
"all-translations.csv","12763","none info"
"all-translations.csv","12778","use for curren window"
"all-translations.csv","12779","use for new windows"
"all-translations.csv","12784","copy from"
"all-translations.csv","12791","import in desktop"
"all-translations.csv","12792","invalid configurations"
"all-translations.csv","12793","name required"
"all-translations.csv","12794","new profile exists"
"all-translations.csv","12796","open new window"
"all-translations.csv","12801","accept failed"
"all-translations.csv","12802","auth failed"
"all-translations.csv","12803","cancel turning on sync"
"all-translations.csv","12804","complete merges title"
"all-translations.csv","12806","configure and turn on sync detail"
"all-translations.csv","12807","configure sync"
"all-translations.csv","12808","configure sync placeholder"
"all-translations.csv","12809","configure sync title"
"all-translations.csv","12810","conflicts detected"
"all-translations.csv","12812","download sync activity complete"
"all-translations.csv","12813","error reset required"
"all-translations.csv","12814","error reset required while starting sync"
"all-translations.csv","12815","error upgrade required"
"all-translations.csv","12816","error upgrade required while starting sync"
"all-translations.csv","12818","global activity turn on sync"
"all-translations.csv","12819","has conflicts"
"all-translations.csv","12821","method not found"
"all-translations.csv","12822","no authentication providers"
"all-translations.csv","12823","open file"
"all-translations.csv","12825","replace local"
"all-translations.csv","12826","replace remote"
"all-translations.csv","12827","report issue"
"all-translations.csv","12830","service changed and turned off"
"all-translations.csv","12831","service switched to insiders"
"all-translations.csv","12832","service switched to stable"
"all-translations.csv","12833","session expired"
"all-translations.csv","12834","show conflicts"
"all-translations.csv","12835","show sync log title"
"all-translations.csv","12836","show sync log toolrip"
"all-translations.csv","12837","show sync logs"
"all-translations.csv","12838","show synced data"
"all-translations.csv","12839","show synced data action"
"all-translations.csv","12840","sign in accounts"
"all-translations.csv","12841","sign in and turn on"
"all-translations.csv","12842","sign in global"
"all-translations.csv","12843","sign in to sync"
"all-translations.csv","12845","stop sync"
"all-translations.csv","12848","sync is on"
"all-translations.csv","12849","sync now"
"all-translations.csv","12850","sync settings"
"all-translations.csv","12851","synced with time"
"all-translations.csv","12853","too large"
"all-translations.csv","12854","too large while starting sync"
"all-translations.csv","12855","too many profiles"
"all-translations.csv","12856","turn off"
"all-translations.csv","12857","turn off failed"
"all-translations.csv","12858","turn off sync confirmation"
"all-translations.csv","12859","turn off sync detail"
"all-translations.csv","12860","turn off sync everywhere"
"all-translations.csv","12861","turn on failed"
"all-translations.csv","12862","turn on failed with user data sync error"
"all-translations.csv","12863","turn on sync"
"all-translations.csv","12864","turned off"
"all-translations.csv","12865","turning on sync"
"all-translations.csv","12866","turning on syncing"
"all-translations.csv","12867","using separate service"
"all-translations.csv","12869","local too many requests - reload"
"all-translations.csv","12870","local too many requests - restart"
"all-translations.csv","12874","server too many requests"
"all-translations.csv","12875","settings sync"
"all-translations.csv","12876","show sync logs"
"all-translations.csv","12885","confirm replace"
"all-translations.csv","12888","downloaded sync activity title"
"all-translations.csv","12889","last sync states"
"all-translations.csv","12891","local sync activity title"
"all-translations.csv","12892","no machines"
"all-translations.csv","12893","not found"
"all-translations.csv","12895","remote sync activity title"
"all-translations.csv","12899","select sync activity file"
"all-translations.csv","12901","sync logs"
"all-translations.csv","12902","synced machines"
"all-translations.csv","12904","turn off"
"all-translations.csv","12905","turn off sync on machine"
"all-translations.csv","12906","turn off sync on multiple machines"
"all-translations.csv","12907","valid message"
"all-translations.csv","12914","download sync activity complete"
"all-translations.csv","12915","no backups"
"all-translations.csv","12917","Open Backup folder"
"all-translations.csv","12973","privacy statement"
"all-translations.csv","12975","show more recents"
"all-translations.csv","13236","change keybinding"
"all-translations.csv","13278","no"
"all-translations.csv","13335","no untrustedSettings"
"all-translations.csv","13340","root element label"
"all-translations.csv","13539","sign in"
"all-translations.csv","13540","command name"
"all-translations.csv","13541","command title"
"all-translations.csv","13560","keyboard shortcuts"
"all-translations.csv","13675","sign in"
"all-translations.csv","13684","sign in"
"all-translations.csv","13705","setting description"
"all-translations.csv","13849","I cannot reproduce"
"all-translations.csv","13858","This is Bad"
"all-translations.csv","13862","cannot change disablement environment"
"all-translations.csv","13863","cannot change disallowed extension enablement"
"all-translations.csv","13864","cannot change enablement dependency"
"all-translations.csv","13865","cannot change enablement environment"
"all-translations.csv","13866","cannot change enablement extension kind"
"all-translations.csv","13867","cannot change enablement malicious"
"all-translations.csv","13868","cannot change enablement virtual workspace"
"all-translations.csv","13869","cannot change invalid extension enablement"
"all-translations.csv","13870","cannot disable auth extension"
"all-translations.csv","13871","cannot disable auth extension in workspace"
"all-translations.csv","13872","cannot disable language pack extension"
"all-translations.csv","13876","not a web extension"
"all-translations.csv","13885","cannot be installed"
"all-translations.csv","13886","cannot be installed in server"
"all-translations.csv","13890","extension published by message"
"all-translations.csv","13897","install and do no sync"
"all-translations.csv","13898","install anyways"
"all-translations.csv","13899","install extension"
"all-translations.csv","13900","install extensions"
"all-translations.csv","13901","install multiple extensions"
"all-translations.csv","13902","install single extension"
"all-translations.csv","13904","limited support"
"all-translations.csv","13906","manifest is not found"
"all-translations.csv","13907","Manifest is not found"
"all-translations.csv","13914","non web extensions"
"all-translations.csv","13915","non web extensions detail"
"all-translations.csv","13919","trust and install"
"all-translations.csv","13920","trust publishers and install"
"all-translations.csv","13925","VS Code for Web"
"all-translations.csv","13936","select for add"
"all-translations.csv","13937","select for remove"
"all-translations.csv","13939","workspace folder"
"all-translations.csv","13944","no"
"all-translations.csv","13970","ui"
"all-translations.csv","14102","ask to download insiders"
"all-translations.csv","14103","ask to reproduce issue"
"all-translations.csv","14106","download insiders"
"all-translations.csv","14109","I cannot reproduce"
"all-translations.csv","14110","issue is in core"
"all-translations.csv","14111","issue is with configuration"
"all-translations.csv","14114","report anyway"
"all-translations.csv","14117","This is Bad"
"all-translations.csv","14119","troubleshoot issue"
"all-translations.csv","14121","use insiders"
"all-translations.csv","14161","file extensions"
"all-translations.csv","14165","language id"
"all-translations.csv","14166","language name"
"all-translations.csv","14367","id"
"all-translations.csv","14486","color themes"
"all-translations.csv","14487","file icon themes"
"all-translations.csv","14489","product icon themes"
"all-translations.csv","14536","all profiles and disabled"
"all-translations.csv","14547","applying global state"
"all-translations.csv","14550","create from profile"
"all-translations.csv","14551","create keybindings"
"all-translations.csv","14552","create snippets"
"all-translations.csv","14553","create tasks"
"all-translations.csv","14554","creating settings"
"all-translations.csv","14555","export profile dialog"
"all-translations.csv","14556","export profile name"
"all-translations.csv","14557","export profile title"
"all-translations.csv","14558","export success"
"all-translations.csv","14560","from default"
"all-translations.csv","14561","installing extensions"
"all-translations.csv","14562","invalid profile content"
"all-translations.csv","14565","open in"
"all-translations.csv","14567","profile already exists"
"all-translations.csv","14568","profile name required"
"all-translations.csv","14570","progress extensions"
"all-translations.csv","14571","progress global state"
"all-translations.csv","14572","progress keybindings"
"all-translations.csv","14573","progress settings"
"all-translations.csv","14574","progress snippets"
"all-translations.csv","14575","progress tasks"
"all-translations.csv","14577","select profile"
"all-translations.csv","14578","select profile content handler"
"all-translations.csv","14579","switching profile"
"all-translations.csv","14580","troubleshoot issue"
"all-translations.csv","14581","troubleshoot profile progress"
"all-translations.csv","14584","reload button"
"all-translations.csv","14585","reload message"
"all-translations.csv","14586","reload message when removed"
"all-translations.csv","14587","reload message when switched"
"all-translations.csv","14588","reload message when updated"
"all-translations.csv","14589","switch profile"
"all-translations.csv","14595","choose account placeholder"
"all-translations.csv","14596","conflicts detected"
"all-translations.csv","14597","download sync activity dialog open label"
"all-translations.csv","14598","download sync activity dialog title"
"all-translations.csv","14599","last used"
"all-translations.csv","14600","no"
"all-translations.csv","14601","no account"
"all-translations.csv","14602","no authentication providers"
"all-translations.csv","14603","no authentication providers during signin"
"all-translations.csv","14605","replace local"
"all-translations.csv","14606","replace local single"
"all-translations.csv","14607","replace remote"
"all-translations.csv","14608","replace remote single"
"all-translations.csv","14610","reset title"
"all-translations.csv","14613","resolving conflicts"
"all-translations.csv","14614","settings sync"
"all-translations.csv","14615","show conflicts"
"all-translations.csv","14616","sign in using account"
"all-translations.csv","14617","signed in"
"all-translations.csv","14618","sync in progress"
"all-translations.csv","14619","sync turned on"
"all-translations.csv","14620","syncing..."
"all-translations.csv","14621","turning on"
"all-translations.csv","14623","download sync activity title"
"all-translations.csv","14631","sync category"
