"﻿""file""",scope,key,value_zh
vscode.html-language-features.i18n.json,bundle,arccosine - inverse of cosine function,arccosine - nghịch đảo của chức năng cosin
vscode.html-language-features.i18n.json,bundle,arcsine - inverse of sine function,arcsine - nghịch đảo của chức năng sin
vscode.html-language-features.i18n.json,bundle,arctangent - inverse of tangent function,arctangent - nghịch đảo của chức năng tiếp tuyến
vscode.html-language-features.i18n.json,bundle,argument from '{0}',argument from '{0}'
vscode.html-language-features.i18n.json,bundle,at-rule or selector expected,Quy tắc hoặc bộ chọn dự kiến
vscode.html-language-features.i18n.json,bundle,at-rule unknown,không rõ quy tắc
vscode.html-language-features.i18n.json,bundle,Avoid using !important. It is an indication that the specificity of the entire CSS has gotten out of control and needs to be refactored.,Tránh sử dụng! Quan trọng. Đó là một dấu hiệu cho thấy tính đặc hiệu của toàn bộ CSS đã vượt khỏi tầm kiểm soát và cần phải được tái cấu trúc.
vscode.html-language-features.i18n.json,bundle,Avoid using 'float'. Floats lead to fragile CSS that is easy to break if one aspect of the layout changes.,Tránh sử dụng 'float'. Phao dẫn đến CSS dễ vỡ dễ bị phá vỡ nếu một khía cạnh của bố cục thay đổi.
vscode.html-language-features.i18n.json,bundle,bind the evaluation of a ruleset to each member of a list.,Liên kết việc đánh giá một quy tắc với mỗi thành viên của một danh sách.
vscode.html-language-features.i18n.json,bundle,calculates square root of a number,Tính toán căn bậc hai của một số
vscode.html-language-features.i18n.json,bundle,Causes one or more rules to be emitted at the root of the document.,Gây ra một hoặc nhiều quy tắc được phát ra từ gốc của tài liệu.
vscode.html-language-features.i18n.json,bundle,Changes one or more properties of a color.,Thay đổi một hoặc nhiều thuộc tính của một màu.
vscode.html-language-features.i18n.json,bundle,Changes the alpha component for a color.,Thay đổi thành phần alpha cho một màu.
vscode.html-language-features.i18n.json,bundle,Changes the hue of a color.,Thay đổi màu sắc của một màu.
vscode.html-language-features.i18n.json,bundle,Character entity representing '{0}',Character entity representing '{0}'
vscode.html-language-features.i18n.json,bundle,"Character entity representing '{0}', unicode equivalent '{1}'","Character entity representing '{0}', unicode equivalent '{1}'"
vscode.html-language-features.i18n.json,bundle,Closing bracket expected.,Đóng khung dự kiến.
vscode.html-language-features.i18n.json,bundle,Closing bracket missing.,Đóng khung bị thiếu.
vscode.html-language-features.i18n.json,bundle,colon expected,Đại tá mong đợi
vscode.html-language-features.i18n.json,bundle,Combines several lists into a single multidimensional list.,Kết hợp một số danh sách vào một danh sách đa chiều duy nhất.
vscode.html-language-features.i18n.json,bundle,comma expected,dấu phẩy dự kiến
vscode.html-language-features.i18n.json,bundle,condition expected,điều kiện dự kiến
vscode.html-language-features.i18n.json,bundle,Configure,Cấu hình
vscode.html-language-features.i18n.json,bundle,Converts a color into the format understood by IE filters.,Chuyển đổi một màu thành định dạng được hiểu bởi các bộ lọc IE.
vscode.html-language-features.i18n.json,bundle,Converts a color to grayscale.,Chuyển đổi một màu thành thang độ xám.
vscode.html-language-features.i18n.json,bundle,Converts a string to lower case.,Chuyển đổi một chuỗi thành chữ thường.
vscode.html-language-features.i18n.json,bundle,Converts a string to upper case.,Chuyển đổi một chuỗi thành trường hợp trên.
vscode.html-language-features.i18n.json,bundle,Converts a unitless number to a percentage.,Chuyển đổi một số đơn vị thành một tỷ lệ phần trăm.
vscode.html-language-features.i18n.json,bundle,converts numbers from one type into another,Chuyển đổi số từ loại này sang loại khác
vscode.html-language-features.i18n.json,bundle,"converts to a %, e.g. 0.5 > 50%","converts to a %, e.g. 0.5 > 50%"
vscode.html-language-features.i18n.json,bundle,cosine function,Hàm cosin
vscode.html-language-features.i18n.json,bundle,creates a #AARRGGBB,Tạo một #aarrggbb
vscode.html-language-features.i18n.json,bundle,creates a color,tạo ra một màu
vscode.html-language-features.i18n.json,bundle,"Creates a Color from hue, saturation, and lightness values.","Tạo một màu từ Huế, bão hòa và giá trị độ sáng."
vscode.html-language-features.i18n.json,bundle,"Creates a Color from hue, saturation, lightness, and alpha values.","Tạo ra một màu từ màu sắc, độ bão hòa, nhẹ và các giá trị alpha."
vscode.html-language-features.i18n.json,bundle,"Creates a Color from hue, white, and black values.","Tạo một màu từ các giá trị Huế, Trắng và Đen."
vscode.html-language-features.i18n.json,bundle,"Creates a Color from lightness, a, and b values.","Tạo một màu từ các giá trị nhẹ, A và B."
vscode.html-language-features.i18n.json,bundle,"Creates a Color from lightness, chroma, and hue values.","Tạo ra một màu từ độ sáng, màu sắc và các giá trị màu sắc."
vscode.html-language-features.i18n.json,bundle,"Creates a Color from red, green, and blue values.","Tạo một màu từ các giá trị màu đỏ, xanh lá cây và xanh dương."
vscode.html-language-features.i18n.json,bundle,"Creates a Color from red, green, blue, and alpha values.","Tạo một màu từ các giá trị màu đỏ, xanh lá cây, xanh dương và alpha."
vscode.html-language-features.i18n.json,bundle,"Creates a Color from the hue, saturation, and lightness values of another Color.","Tạo một màu từ màu sắc, độ bão hòa và giá trị độ sáng của màu khác."
vscode.html-language-features.i18n.json,bundle,"Creates a Color from the hue, white, and black values of another Color.","Tạo một màu từ các giá trị màu sắc, trắng và đen của một màu khác."
vscode.html-language-features.i18n.json,bundle,"Creates a Color from the lightness, a, and b values of another Color.","Tạo một màu từ các giá trị nhẹ, A và B của một màu khác."
vscode.html-language-features.i18n.json,bundle,"Creates a Color from the lightness, chroma, and hue values of another Color.","Tạo một màu từ độ sáng, sắc độ và các giá trị màu sắc của một màu khác."
vscode.html-language-features.i18n.json,bundle,"Creates a Color from the red, green, and blue values of another Color.","Tạo một màu từ các giá trị màu đỏ, xanh lá cây và xanh dương của một màu khác."
vscode.html-language-features.i18n.json,bundle,"Creates a Color in a specific color space from red, green, and blue values.","Tạo một màu trong một không gian màu cụ thể từ các giá trị đỏ, xanh lá cây và xanh dương."
vscode.html-language-features.i18n.json,bundle,"Creates a Color in a specific color space from the red, green, and blue values of another Color.","Tạo một màu trong một không gian màu cụ thể từ các giá trị màu đỏ, xanh lá cây và xanh dương của một màu khác."
vscode.html-language-features.i18n.json,bundle,css.builtin.lab,css.builtin.lab
vscode.html-language-features.i18n.json,bundle,Defines complex operations that can be re-used throughout stylesheets.,Xác định các hoạt động phức tạp có thể được sử dụng lại trong suốt các kiểu dáng.
vscode.html-language-features.i18n.json,bundle,Defines styles that can be re-used throughout the stylesheet with `@include`.,Xác định các kiểu có thể được sử dụng lại trong toàn bộ bảng kiểu với `@bao gồm`.
vscode.html-language-features.i18n.json,package,description,Sự miêu tả
vscode.html-language-features.i18n.json,package,displayName,DisplayName
vscode.html-language-features.i18n.json,bundle,Do not use duplicate style definitions,Không sử dụng định nghĩa kiểu trùng lặp
vscode.html-language-features.i18n.json,bundle,Do not use empty rulesets,Không sử dụng các quy tắc trống
vscode.html-language-features.i18n.json,bundle,Do not use width or height when using padding or border,Không sử dụng chiều rộng hoặc chiều cao khi sử dụng đệm hoặc đường viền
vscode.html-language-features.i18n.json,bundle,dot expected,Dot dự kiến
vscode.html-language-features.i18n.json,bundle,Dynamically calls a Sass function.,Tự động gọi một chức năng SASS.
vscode.html-language-features.i18n.json,bundle,"Each loop that sets `$var` to each item in the list or map, then outputs the styles it contains using that value of `$var`.","Each loop that sets `$var` to each item in the list or map, then outputs the styles it contains using that value of `$var`."
vscode.html-language-features.i18n.json,bundle,End tag name expected.,Tên thẻ kết thúc dự kiến.
vscode.html-language-features.i18n.json,bundle,escape string content,Escape Chuỗi nội dung
vscode.html-language-features.i18n.json,bundle,Exposes the details of Sass’s inner workings.,Phơi bày các chi tiết về hoạt động bên trong của Sass.
vscode.html-language-features.i18n.json,bundle,expression expected,Biểu thức được mong đợi
vscode.html-language-features.i18n.json,bundle,Extends $extendee with $extender within $selector.,Extends $extendee with $extender within $selector.
vscode.html-language-features.i18n.json,bundle,Extracts a substring from $string.,Extracts a substring from $string.
vscode.html-language-features.i18n.json,bundle,Finds the maximum of several numbers.,Tìm mức tối đa của một số số.
vscode.html-language-features.i18n.json,bundle,Finds the minimum of several numbers.,Tìm thấy tối thiểu của một số số.
vscode.html-language-features.i18n.json,bundle,first argument modulus second argument,Mô đun đối số thứ nhất đối số thứ hai
vscode.html-language-features.i18n.json,bundle,first argument raised to the power of the second argument,Đối số đầu tiên được đưa ra cho sức mạnh của đối số thứ hai
vscode.html-language-features.i18n.json,bundle,Fluidly scales one or more properties of a color.,Chia tỷ lệ chất lỏng một hoặc nhiều thuộc tính của một màu.
vscode.html-language-features.i18n.json,bundle,Folding Region End,Vùng gấp kết thúc
vscode.html-language-features.i18n.json,bundle,Folding Region Start,Vùng gấp bắt đầu
vscode.html-language-features.i18n.json,bundle,For loop that repeatedly outputs a set of styles for each `$var` in the `from/through` or `from/to` clause.,For loop that repeatedly outputs a set of styles for each `$var` in the `from/through` or `from/to` clause.
vscode.html-language-features.i18n.json,bundle,generate a list spanning a range of values,Tạo một danh sách trải rộng một loạt các giá trị
vscode.html-language-features.i18n.json,bundle,"Generates new colors based on existing ones, making it easy to build color themes.","Tạo màu mới dựa trên các màu hiện có, giúp dễ dàng xây dựng các chủ đề màu sắc."
vscode.html-language-features.i18n.json,bundle,Gets the blue component of a color.,Nhận được thành phần màu xanh của một màu.
vscode.html-language-features.i18n.json,bundle,Gets the green component of a color.,Nhận được thành phần màu xanh lá cây của một màu.
vscode.html-language-features.i18n.json,bundle,Gets the hue component of a color.,Nhận được thành phần màu sắc của một màu.
vscode.html-language-features.i18n.json,bundle,Gets the lightness component of a color.,Nhận được thành phần nhẹ của một màu.
vscode.html-language-features.i18n.json,bundle,Gets the opacity component of a color.,Nhận được thành phần độ mờ của một màu.
vscode.html-language-features.i18n.json,bundle,Gets the red component of a color.,Nhận được thành phần màu đỏ của một màu.
vscode.html-language-features.i18n.json,bundle,Gets the saturation component of a color.,Nhận được thành phần bão hòa của một màu.
vscode.html-language-features.i18n.json,bundle,"Hex colors must consist of three, four, six or eight hex numbers","Màu sắc hex phải bao gồm ba, bốn, sáu hoặc tám số hex"
vscode.html-language-features.i18n.json,bundle,HTML Language Server,Máy chủ ngôn ngữ HTML
vscode.html-language-features.i18n.json,package,html.autoClosingTags,html.autoClosingTags
vscode.html-language-features.i18n.json,package,html.autoCreateQuotes,html.autoCreateQuotes
vscode.html-language-features.i18n.json,package,html.completion.attributeDefaultValue,html.completion.attributeDefaultValue
vscode.html-language-features.i18n.json,package,html.completion.attributeDefaultValue.doublequotes,html.completion.attributeDefaultValue.doublequotes
vscode.html-language-features.i18n.json,package,html.completion.attributeDefaultValue.empty,html.completion.attributeDefaultValue.empty
vscode.html-language-features.i18n.json,package,html.completion.attributeDefaultValue.singlequotes,html.completion.attributeDefaultValue.singlequotes
vscode.html-language-features.i18n.json,package,html.customData.desc,html.customData.desc
vscode.html-language-features.i18n.json,package,html.format.contentUnformatted.desc,html.format.contentUnformatted.desc
vscode.html-language-features.i18n.json,package,html.format.enable.desc,html.format.enable.desc
vscode.html-language-features.i18n.json,package,html.format.extraLiners.desc,html.format.extraLiners.desc
vscode.html-language-features.i18n.json,package,html.format.indentHandlebars.desc,html.format.indentHandlebars.desc
vscode.html-language-features.i18n.json,package,html.format.indentInnerHtml.desc,html.format.indentInnerHtml.desc
vscode.html-language-features.i18n.json,package,html.format.maxPreserveNewLines.desc,html.format.maxPreserveNewLines.desc
vscode.html-language-features.i18n.json,package,html.format.preserveNewLines.desc,html.format.preserveNewLines.desc
vscode.html-language-features.i18n.json,package,html.format.templating.desc,html.format.templating.desc
vscode.html-language-features.i18n.json,package,html.format.unformatted.desc,html.format.unformatted.desc
vscode.html-language-features.i18n.json,package,html.format.unformattedContentDelimiter.desc,html.format.unformattedContentDelimiter.desc
vscode.html-language-features.i18n.json,package,html.format.wrapAttributes.alignedmultiple,html.format.wrapAttributes.alignedmultiple
vscode.html-language-features.i18n.json,package,html.format.wrapAttributes.auto,html.format.wrapAttributes.auto
vscode.html-language-features.i18n.json,package,html.format.wrapAttributes.desc,html.format.wrapAttributes.desc
vscode.html-language-features.i18n.json,package,html.format.wrapAttributes.force,html.format.wrapAttributes.force
vscode.html-language-features.i18n.json,package,html.format.wrapAttributes.forcealign,html.format.wrapAttributes.forcealign
vscode.html-language-features.i18n.json,package,html.format.wrapAttributes.forcemultiline,html.format.wrapAttributes.forcemultiline
vscode.html-language-features.i18n.json,package,html.format.wrapAttributes.preserve,html.format.wrapAttributes.preserve
vscode.html-language-features.i18n.json,package,html.format.wrapAttributes.preservealigned,html.format.wrapAttributes.preservealigned
vscode.html-language-features.i18n.json,package,html.format.wrapAttributesIndentSize.desc,html.format.wrapAttributesIndentSize.desc
vscode.html-language-features.i18n.json,package,html.format.wrapLineLength.desc,html.format.wrapLineLength.desc
vscode.html-language-features.i18n.json,package,html.hover.documentation,html.hover.documentation
vscode.html-language-features.i18n.json,package,html.hover.references,html.hover.references
vscode.html-language-features.i18n.json,package,html.mirrorCursorOnMatchingTag,html.mirrorCursorOnMatchingTag
vscode.html-language-features.i18n.json,package,html.mirrorCursorOnMatchingTagDeprecationMessage,html.mirrorCursorOnMatchingTagDeprecationMessage
vscode.html-language-features.i18n.json,package,html.suggest.html5.desc,html.suggest.html5.desc
vscode.html-language-features.i18n.json,package,html.trace.server.desc,html.trace.server.desc
vscode.html-language-features.i18n.json,package,html.validate.scripts,html.validate.scripts
vscode.html-language-features.i18n.json,package,html.validate.styles,html.validate.styles
vscode.html-language-features.i18n.json,bundle,identifier expected,định danh dự kiến
vscode.html-language-features.i18n.json,bundle,identifier or variable expected,định danh hoặc biến dự kiến
vscode.html-language-features.i18n.json,bundle,identifier or wildcard expected,định danh hoặc ký tự đại diện dự kiến
vscode.html-language-features.i18n.json,bundle,IE hacks are only necessary when supporting IE7 and older,IE hack chỉ cần thiết khi hỗ trợ IE7 trở lên
vscode.html-language-features.i18n.json,bundle,Import statements do not load in parallel,Nhập báo cáo không tải song song
vscode.html-language-features.i18n.json,bundle,Includes the body if the expression does not evaluate to `false` or `null`.,Bao gồm cơ thể nếu biểu thức không đánh giá thành `false 'hoặc` null`.
vscode.html-language-features.i18n.json,bundle,Includes the styles defined by another mixin into the current rule.,Bao gồm các kiểu được xác định bởi một hỗn hợp khác vào quy tắc hiện tại.
vscode.html-language-features.i18n.json,bundle,Increases or decreases one or more components of a color.,Tăng hoặc giảm một hoặc nhiều thành phần của một màu.
vscode.html-language-features.i18n.json,bundle,Inherits the styles of another selector.,Kế thừa các kiểu của một bộ chọn khác.
vscode.html-language-features.i18n.json,bundle,"inline-block is ignored due to the float. If 'float' has a value other than 'none', the box is floated and 'display' is treated as 'block'","Khối nội tuyến bị bỏ qua do phao. Nếu 'float' có giá trị khác ngoài 'không', hộp được thả nổi và 'hiển thị' được coi là 'khối'"
vscode.html-language-features.i18n.json,bundle,inlines a resource and falls back to `url()`,nội dung một tài nguyên và rơi trở lại `url ()`
vscode.html-language-features.i18n.json,bundle,Inserts $insert into $string at $index.,Inserts $insert into $string at $index.
vscode.html-language-features.i18n.json,bundle,Invalid number of parameters,Số lượng tham số không hợp lệ
vscode.html-language-features.i18n.json,bundle,Joins together two lists into one.,Tham gia cùng nhau hai danh sách thành một.
vscode.html-language-features.i18n.json,bundle,Lets you access and modify values in lists.,Cho phép bạn truy cập và sửa đổi các giá trị trong danh sách.
vscode.html-language-features.i18n.json,bundle,"Loads a Sass stylesheet and makes its mixins, functions, and variables available when this stylesheet is loaded with the @use rule.","Tải một biểu định kiểu SASS và tạo ra các hỗn hợp, chức năng và biến có sẵn khi bảng kiểu này được tải với quy tắc @USE."
vscode.html-language-features.i18n.json,bundle,"Loads mixins, functions, and variables from other Sass stylesheets as 'modules', and combines CSS from multiple stylesheets together.","Tải các hỗn hợp, chức năng và biến từ các bảng kiểu SASS khác dưới dạng 'mô -đun' và kết hợp CSS từ nhiều bảng kiểu lại với nhau."
vscode.html-language-features.i18n.json,bundle,Makes a color darker.,Làm cho một màu tối hơn.
vscode.html-language-features.i18n.json,bundle,Makes a color less saturated.,Làm cho một màu ít bão hòa hơn.
vscode.html-language-features.i18n.json,bundle,Makes a color lighter.,Làm cho một màu sáng hơn.
vscode.html-language-features.i18n.json,bundle,Makes a color more opaque.,Làm cho một màu sắc mờ hơn.
vscode.html-language-features.i18n.json,bundle,Makes a color more saturated.,Làm cho một màu sắc bão hòa hơn.
vscode.html-language-features.i18n.json,bundle,Makes a color more transparent.,Làm cho một màu trong suốt hơn.
vscode.html-language-features.i18n.json,bundle,"Makes it easy to combine, search, or split apart strings.","Làm cho nó dễ dàng để kết hợp, tìm kiếm hoặc tách các chuỗi."
vscode.html-language-features.i18n.json,bundle,"Makes it possible to look up the value associated with a key in a map, and much more.",Làm cho nó có thể tra cứu giá trị liên quan đến một khóa trong bản đồ và nhiều hơn nữa.
vscode.html-language-features.i18n.json,bundle,media query expected,Truy vấn truyền thông mong đợi
vscode.html-language-features.i18n.json,bundle,Merges two maps together into a new map.,Hợp nhất hai bản đồ với nhau thành một bản đồ mới.
vscode.html-language-features.i18n.json,bundle,Mix two colors together in a polar color space.,Trộn hai màu với nhau trong một không gian màu cực.
vscode.html-language-features.i18n.json,bundle,Mix two colors together in a rectangular color space.,Trộn hai màu với nhau trong một không gian màu hình chữ nhật.
vscode.html-language-features.i18n.json,bundle,Mixes two colors together.,Trộn hai màu với nhau.
vscode.html-language-features.i18n.json,bundle,Nests selector beneath one another like they would be nested in the stylesheet.,Bộ chọn tổ bên dưới nhau giống như chúng sẽ được lồng trong bảng kiểu.
vscode.html-language-features.i18n.json,bundle,No unit for zero needed,Không cần đơn vị cho số không
vscode.html-language-features.i18n.json,bundle,number expected,số lượng dự kiến
vscode.html-language-features.i18n.json,bundle,operator expected,Nhà điều hành dự kiến
vscode.html-language-features.i18n.json,bundle,page directive or declaraton expected,Chỉ thị trang hoặc Declaraton dự kiến
vscode.html-language-features.i18n.json,bundle,Parses a selector into the format returned by &.,Phân tích một bộ chọn vào định dạng được trả về bởi &.
vscode.html-language-features.i18n.json,bundle,parses a string to a color,phân tích một chuỗi thành một màu
vscode.html-language-features.i18n.json,bundle,percentage expected,tỷ lệ phần trăm dự kiến
vscode.html-language-features.i18n.json,bundle,Prints the value of an expression to the standard error output stream. Useful for debugging complicated Sass files.,In giá trị của một biểu thức vào luồng đầu ra lỗi tiêu chuẩn. Hữu ích cho việc gỡ lỗi các tập tin SASS phức tạp.
vscode.html-language-features.i18n.json,bundle,Prints the value of an expression to the standard error output stream. Useful for libraries that need to warn users of deprecations or recovering from minor mixin usage mistakes. Warnings can be turned off with the `--quiet` command-line option or the `:quiet` Sass option.,In giá trị của một biểu thức vào luồng đầu ra lỗi tiêu chuẩn. Hữu ích cho các thư viện cần cảnh báo người dùng khấu hao hoặc phục hồi từ các lỗi sử dụng mixin nhỏ. Cảnh báo có thể được tắt với tùy chọn dòng lệnh `--quiet` hoặc tùy chọn`: SILE` SASS.
vscode.html-language-features.i18n.json,bundle,Property is ignored due to the display.,Thuộc tính bị bỏ qua do hiển thị.
vscode.html-language-features.i18n.json,bundle,"Property is ignored due to the display. With 'display: block', vertical-align should not be used.","Thuộc tính bị bỏ qua do hiển thị. Với 'Hiển thị: khối', không nên sử dụng ALIGN dọc."
vscode.html-language-features.i18n.json,bundle,property value expected,Giá trị tài sản dự kiến
vscode.html-language-features.i18n.json,bundle,Provides access to Sass’s powerful selector engine.,Cung cấp quyền truy cập vào động cơ chọn mạnh mẽ của SASS.
vscode.html-language-features.i18n.json,bundle,Provides functions that operate on numbers.,Cung cấp các chức năng hoạt động trên các số.
vscode.html-language-features.i18n.json,bundle,remove or change the unit of a dimension,loại bỏ hoặc thay đổi đơn vị của một chiều
vscode.html-language-features.i18n.json,bundle,Removes quotes from a string.,Xóa trích dẫn từ một chuỗi.
vscode.html-language-features.i18n.json,bundle,Rename to '{0}',Rename to '{0}'
vscode.html-language-features.i18n.json,bundle,Replaces $original with $replacement within $selector.,Replaces $original with $replacement within $selector.
vscode.html-language-features.i18n.json,bundle,Replaces the nth item in a list.,Thay thế mục thứ n trong một danh sách.
vscode.html-language-features.i18n.json,bundle,return `@color` 10% points darker,trả về `@color` 10% điểm tối hơn
vscode.html-language-features.i18n.json,bundle,return `@color` 10% points less saturated,Trả về `@color` 10% điểm ít bão hòa
vscode.html-language-features.i18n.json,bundle,return `@color` 10% points less transparent,Trả về `@color` 10% điểm ít minh bạch hơn
vscode.html-language-features.i18n.json,bundle,return `@color` 10% points lighter,trả về `@color` 10% điểm nhẹ hơn
vscode.html-language-features.i18n.json,bundle,return `@color` 10% points more saturated,Trả về `@color` 10% điểm bão hòa hơn
vscode.html-language-features.i18n.json,bundle,return `@color` 10% points more transparent,Trả về `@color` 10% điểm minh bạch hơn
vscode.html-language-features.i18n.json,bundle,return `@color` with 50% transparency,Trả về `@color` với độ minh bạch 50%
vscode.html-language-features.i18n.json,bundle,return `@color` with a 10 degree larger in hue,Trả về `@color` với Hue lớn hơn 10 độ
vscode.html-language-features.i18n.json,bundle,"return `@darkcolor` if `@color1 is> 43% luma` otherwise return `@lightcolor`, see notes","Trả về `@darkcolor` nếu`@color1 là> 43% luma` return `@lightcolor`, xem ghi chú"
vscode.html-language-features.i18n.json,bundle,return a mix of `@color1` and `@color2`,Trả lại hỗn hợp `@color1` và`@color2`
vscode.html-language-features.i18n.json,bundle,"returns a grey, 100% desaturated color","trả về màu xám, 100% màu sắc không bão hòa"
vscode.html-language-features.i18n.json,bundle,Returns a list of all keys in a map.,Trả về một danh sách tất cả các khóa trong bản đồ.
vscode.html-language-features.i18n.json,bundle,Returns a list of all values in a map.,Trả về một danh sách tất cả các giá trị trong bản đồ.
vscode.html-language-features.i18n.json,bundle,Returns a new map with keys removed.,Trả về một bản đồ mới với các khóa bị xóa.
vscode.html-language-features.i18n.json,bundle,Returns a random number.,Trả về một số ngẫu nhiên.
vscode.html-language-features.i18n.json,bundle,Returns a specific item in a list.,Trả về một mục cụ thể trong một danh sách.
vscode.html-language-features.i18n.json,bundle,returns a value at the specified position in the list,Trả về một giá trị tại vị trí được chỉ định trong danh sách
vscode.html-language-features.i18n.json,bundle,returns one of two values depending on a condition.,Trả về một trong hai giá trị tùy thuộc vào một điều kiện.
vscode.html-language-features.i18n.json,bundle,returns pi,trả lại pi
vscode.html-language-features.i18n.json,bundle,returns the `alpha` channel of `@color`,Trả về kênh `alpha` của`@color`
vscode.html-language-features.i18n.json,bundle,returns the `blue` channel of `@color`,Trả về kênh `blue` của`@color`
vscode.html-language-features.i18n.json,bundle,returns the `green` channel of `@color`,Trả về kênh `Green` của`@color`
vscode.html-language-features.i18n.json,bundle,returns the `hue` channel of `@color` in the HSL space,Trả về kênh `hue` của`@color` trong không gian HSL
vscode.html-language-features.i18n.json,bundle,returns the `hue` channel of `@color` in the HSV space,Trả về kênh `Hue` của`@color` trong không gian HSV
vscode.html-language-features.i18n.json,bundle,returns the `lightness` channel of `@color` in the HSL space,Trả về kênh `nhẹ 'của`@color` trong không gian HSL
vscode.html-language-features.i18n.json,bundle,returns the `luma` value (perceptual brightness) of `@color`,Trả về giá trị `luma` (độ sáng nhận thức) của`@color`
vscode.html-language-features.i18n.json,bundle,returns the `red` channel of `@color`,Trả về kênh `red` của`@color`
vscode.html-language-features.i18n.json,bundle,returns the `saturation` channel of `@color` in the HSL space,Trả về kênh `saturation` của`@color` trong không gian HSL
vscode.html-language-features.i18n.json,bundle,returns the `saturation` channel of `@color` in the HSV space,Trả về kênh `saturation` của`@color` trong không gian HSV
vscode.html-language-features.i18n.json,bundle,returns the `value` channel of `@color` in the HSV space,Trả về kênh `value` của`@color` trong không gian HSV
vscode.html-language-features.i18n.json,bundle,Returns the absolute value of a number.,Trả về giá trị tuyệt đối của một số.
vscode.html-language-features.i18n.json,bundle,Returns the complement of a color.,Trả về phần bổ sung của một màu.
vscode.html-language-features.i18n.json,bundle,Returns the index of the first occurance of $substring in $string.,Returns the index of the first occurance of $substring in $string.
vscode.html-language-features.i18n.json,bundle,Returns the inverse of a color.,Trả về nghịch đảo của một màu.
vscode.html-language-features.i18n.json,bundle,Returns the keywords passed to a function that takes variable arguments.,Trả về các từ khóa được truyền vào một hàm có các đối số biến.
vscode.html-language-features.i18n.json,bundle,Returns the length of a list.,Trả về độ dài của một danh sách.
vscode.html-language-features.i18n.json,bundle,returns the lowest of one or more values,Trả về thấp nhất của một hoặc nhiều giá trị
vscode.html-language-features.i18n.json,bundle,Returns the number of characters in a string.,Trả về số lượng ký tự trong một chuỗi.
vscode.html-language-features.i18n.json,bundle,returns the number of elements in a value list,Trả về số lượng phần tử trong danh sách giá trị
vscode.html-language-features.i18n.json,bundle,Returns the position of a value within a list.,Trả về vị trí của một giá trị trong một danh sách.
vscode.html-language-features.i18n.json,bundle,Returns the separator of a list.,Trả về phân tách của một danh sách.
vscode.html-language-features.i18n.json,bundle,Returns the simple selectors that comprise a compound selector.,Trả về các bộ chọn đơn giản bao gồm một bộ chọn ghép.
vscode.html-language-features.i18n.json,bundle,Returns the string representation of a value as it would be represented in Sass.,Trả về biểu diễn chuỗi của một giá trị vì nó sẽ được biểu diễn trong SASS.
vscode.html-language-features.i18n.json,bundle,Returns the type of a value.,Trả về loại giá trị.
vscode.html-language-features.i18n.json,bundle,Returns the unit(s) associated with a number.,Trả về (các) đơn vị được liên kết với một số.
