"﻿""file""",scope,key,value_zh
vscode.git.i18n.json,bundle,"{0} Publish Branch/{Locked=""Branch""}Do not translate ""Branch"" as it is a git term","{0} Publish Branch/{Locked=""Branch""}Do not translate ""Branch"" as it is a git term"
vscode.git.i18n.json,bundle,{0} sec,{0} sec
vscode.git.i18n.json,bundle,{0} sec ago,{0} sec ago
vscode.git.i18n.json,bundle,{0} second,{0} second
vscode.git.i18n.json,bundle,{0} second ago,{0} second ago
vscode.git.i18n.json,bundle,{0} seconds,{0} seconds
vscode.git.i18n.json,bundle,{0} seconds ago,{0} seconds ago
vscode.git.i18n.json,bundle,{0} secs,{0} secs
vscode.git.i18n.json,bundle,{0} secs ago,{0} secs ago
vscode.git.i18n.json,bundle,{0} Sync Changes{1}{2},{0} Sync Changes{1}{2}
vscode.git.i18n.json,bundle,{0} week,{0} week
vscode.git.i18n.json,bundle,{0} week ago,{0} week ago
vscode.git.i18n.json,bundle,{0} weeks,{0} weeks
vscode.git.i18n.json,bundle,{0} weeks ago,{0} weeks ago
vscode.git.i18n.json,bundle,{0} wk,{0} wk
vscode.git.i18n.json,bundle,{0} wk ago,{0} wk ago
vscode.git.i18n.json,bundle,{0} wks,{0} wks
vscode.git.i18n.json,bundle,{0} wks ago,{0} wks ago
vscode.git.i18n.json,bundle,{0} year,{0} year
vscode.git.i18n.json,bundle,{0} year ago,{0} year ago
vscode.git.i18n.json,bundle,{0} years,{0} years
vscode.git.i18n.json,bundle,{0} years ago,{0} years ago
vscode.git.i18n.json,bundle,{0} yr,{0} yr
vscode.git.i18n.json,bundle,{0} yr ago,{0} yr ago
vscode.git.i18n.json,bundle,{0} yrs,{0} yrs
vscode.git.i18n.json,bundle,{0} yrs ago,{0} yrs ago
vscode.git.i18n.json,bundle,"$(info) Remote ""{0}"" has no tags.","$(info) Remote ""{0}"" has no tags."
vscode.git.i18n.json,bundle,$(info) This repository has no stashes.,$ (thông tin) Kho lưu trữ này không có stash.
vscode.git.i18n.json,bundle,$(info) This repository has no tags.,$ (thông tin) Kho lưu trữ này không có thẻ.
vscode.git.i18n.json,bundle,$(info) This repository has no worktrees.,$ (thông tin) Kho lưu trữ này không có bàn làm việc.
vscode.git.i18n.json,bundle,"A branch named ""{0}"" already exists","A branch named ""{0}"" already exists"
vscode.git.i18n.json,bundle,A git repository was found in the parent folders of the workspace or the open file(s). Would you like to open the repository?,Kho lưu trữ Git đã được tìm thấy trong các thư mục cha của không gian làm việc hoặc (các) tệp mở. Bạn có muốn mở kho?
vscode.git.i18n.json,bundle,"Absolute paths not supported in ""git.scanRepositories"" setting.","Absolute paths not supported in ""git.scanRepositories"" setting."
vscode.git.i18n.json,bundle,Add a new remote...,Thêm một điều khiển từ xa mới ...
vscode.git.i18n.json,bundle,Add Remote,Thêm điều khiển từ xa
vscode.git.i18n.json,bundle,Add remote from {0},Add remote from {0}
vscode.git.i18n.json,bundle,Add remote from URL,Thêm điều khiển từ xa từ URL
vscode.git.i18n.json,bundle,Add to Workspace,Thêm vào không gian làm việc
vscode.git.i18n.json,bundle,All Repositories,Tất cả các kho lưu trữ
vscode.git.i18n.json,bundle,Always,Luôn luôn
vscode.git.i18n.json,bundle,Always Pull,Luôn luôn kéo
vscode.git.i18n.json,bundle,Always Replace Local Tag(s),Luôn thay thế (các) thẻ cục bộ
vscode.git.i18n.json,bundle,Are you sure you want to continue connecting?,Bạn có chắc là bạn muốn tiếp tục kết nối?
vscode.git.i18n.json,bundle,Are you sure you want to create an empty commit?,Bạn có chắc là bạn muốn tạo ra một cam kết trống?
vscode.git.i18n.json,bundle,Are you sure you want to DELETE the {0} untracked files?{1},Are you sure you want to DELETE the {0} untracked files?{1}
vscode.git.i18n.json,bundle,Are you sure you want to DELETE the following untracked file: '{0}'?{1},Are you sure you want to DELETE the following untracked file: '{0}'?{1}
vscode.git.i18n.json,bundle,"Are you sure you want to discard ALL changes in {0} files?

This is IRREVERSIBLE!
Your current working set will be FOREVER LOST if you proceed.","Are you sure you want to discard ALL changes in {0} files?

This is IRREVERSIBLE!
Your current working set will be FOREVER LOST if you proceed."
vscode.git.i18n.json,bundle,Are you sure you want to discard changes in '{0}'?,Are you sure you want to discard changes in '{0}'?
vscode.git.i18n.json,bundle,"Are you sure you want to drop ALL stashes? There are {0} stashes that will be subject to pruning, and MAY BE IMPOSSIBLE TO RECOVER.","Are you sure you want to drop ALL stashes? There are {0} stashes that will be subject to pruning, and MAY BE IMPOSSIBLE TO RECOVER."
vscode.git.i18n.json,bundle,"Are you sure you want to drop ALL stashes? There is 1 stash that will be subject to pruning, and MAY BE IMPOSSIBLE TO RECOVER.",Bạn có chắc là bạn muốn bỏ tất cả các stash? Có 1 stash sẽ bị cắt tỉa và có thể không thể phục hồi.
vscode.git.i18n.json,bundle,Are you sure you want to drop the stash: {0}?,Are you sure you want to drop the stash: {0}?
vscode.git.i18n.json,bundle,Are you sure you want to restore '{0}'?,Are you sure you want to restore '{0}'?
vscode.git.i18n.json,bundle,Are you sure you want to restore ALL {0} files?,Are you sure you want to restore ALL {0} files?
vscode.git.i18n.json,bundle,Are you sure you want to stage {0} files with merge conflicts?,Are you sure you want to stage {0} files with merge conflicts?
vscode.git.i18n.json,bundle,Are you sure you want to stage {0} with merge conflicts?,Are you sure you want to stage {0} with merge conflicts?
vscode.git.i18n.json,bundle,Ask Me Later,Hỏi tôi sau
vscode.git.i18n.json,bundle,"Branch ""{0}"" already exists","Branch ""{0}"" already exists"
vscode.git.i18n.json,bundle,Branch name,Tên chi nhánh
vscode.git.i18n.json,bundle,Branch name needs to match regex: {0},Branch name needs to match regex: {0}
vscode.git.i18n.json,bundle,branches,cành
vscode.git.i18n.json,bundle,"Can't force push refs to remote. The tip of the remote-tracking branch has been updated since the last checkout. Try running ""Pull"" first to pull the latest changes from the remote branch first.","Không thể buộc các refs đẩy đến từ xa. Đầu của nhánh theo dõi từ xa đã được cập nhật kể từ lần thanh toán cuối cùng. Hãy thử chạy ""Kéo"" trước để kéo các thay đổi mới nhất từ nhánh từ xa trước."
vscode.git.i18n.json,bundle,"Can't push refs to remote. Try running ""Pull"" first to integrate your changes.","Không thể đẩy refs đến từ xa. Hãy thử chạy ""Kéo"" trước để tích hợp các thay đổi của bạn."
vscode.git.i18n.json,bundle,Can't undo because HEAD doesn't point to any commit.,Không thể hoàn tác vì Head không chỉ ra bất kỳ cam kết nào.
vscode.git.i18n.json,bundle,Changes,Thay đổi
vscode.git.i18n.json,bundle,Checking Out Branch/Tag...,Checking Out Branch/Tag...
vscode.git.i18n.json,bundle,Checking Out Changes...,Kiểm tra các thay đổi ...
vscode.git.i18n.json,bundle,Checkout Branch/Tag...,Checkout Branch/Tag...
vscode.git.i18n.json,bundle,Choose a folder to clone {0} into,Choose a folder to clone {0} into
vscode.git.i18n.json,bundle,Choose a repository,Chọn một kho lưu trữ
vscode.git.i18n.json,bundle,Choose Folder...,Chọn thư mục ...
vscode.git.i18n.json,bundle,Choose which repository to clone,Chọn kho lưu trữ nào cho bản sao
vscode.git.i18n.json,bundle,Choose which repository to publish,Chọn kho lưu trữ nào để xuất bản
vscode.git.i18n.json,bundle,Clear whitespace characters,Xóa các ký tự khoảng trắng
vscode.git.i18n.json,bundle,Clone from {0},Clone from {0}
vscode.git.i18n.json,bundle,Clone from URL,Nhân bản từ url
vscode.git.i18n.json,bundle,"Cloning git repository ""{0}""...","Cloning git repository ""{0}""..."
vscode.git.i18n.json,package,colors.added,colors.added
vscode.git.i18n.json,package,colors.blameEditorDecoration,colors.blameEditorDecoration
vscode.git.i18n.json,package,colors.conflict,colors.conflict
vscode.git.i18n.json,package,colors.deleted,colors.deleted
vscode.git.i18n.json,package,colors.ignored,colors.ignored
vscode.git.i18n.json,package,colors.incomingAdded,colors.incomingAdded
vscode.git.i18n.json,package,colors.incomingDeleted,colors.incomingDeleted
vscode.git.i18n.json,package,colors.incomingModified,colors.incomingModified
vscode.git.i18n.json,package,colors.incomingRenamed,colors.incomingRenamed
vscode.git.i18n.json,package,colors.modified,colors.modified
vscode.git.i18n.json,package,colors.renamed,colors.renamed
vscode.git.i18n.json,package,colors.stageDeleted,colors.stageDeleted
vscode.git.i18n.json,package,colors.stageModified,colors.stageModified
vscode.git.i18n.json,package,colors.submodule,colors.submodule
vscode.git.i18n.json,package,colors.untracked,colors.untracked
vscode.git.i18n.json,package,command.addRemote,command.addRemote
vscode.git.i18n.json,package,command.api.getRemoteSources,command.api.getRemoteSources
vscode.git.i18n.json,package,command.api.getRepositories,command.api.getRepositories
vscode.git.i18n.json,package,command.api.getRepositoryState,command.api.getRepositoryState
vscode.git.i18n.json,package,command.blameToggleEditorDecoration,command.blameToggleEditorDecoration
vscode.git.i18n.json,package,command.blameToggleStatusBarItem,command.blameToggleStatusBarItem
vscode.git.i18n.json,package,command.branch,command.branch
vscode.git.i18n.json,package,command.branchFrom,command.branchFrom
vscode.git.i18n.json,package,command.checkout,command.checkout
vscode.git.i18n.json,package,command.checkoutDetached,command.checkoutDetached
vscode.git.i18n.json,package,command.cherryPick,command.cherryPick
vscode.git.i18n.json,package,command.cherryPickAbort,command.cherryPickAbort
vscode.git.i18n.json,package,command.clean,command.clean
vscode.git.i18n.json,package,command.cleanAll,command.cleanAll
vscode.git.i18n.json,package,command.cleanAllTracked,command.cleanAllTracked
vscode.git.i18n.json,package,command.cleanAllUntracked,command.cleanAllUntracked
vscode.git.i18n.json,package,command.clone,command.clone
vscode.git.i18n.json,package,command.cloneRecursive,command.cloneRecursive
vscode.git.i18n.json,package,command.close,command.close
vscode.git.i18n.json,package,command.closeAllDiffEditors,command.closeAllDiffEditors
vscode.git.i18n.json,package,command.closeAllUnmodifiedEditors,command.closeAllUnmodifiedEditors
vscode.git.i18n.json,package,command.closeOtherRepositories,command.closeOtherRepositories
vscode.git.i18n.json,package,command.commit,command.commit
vscode.git.i18n.json,package,command.commitAll,command.commitAll
vscode.git.i18n.json,package,command.commitAllAmend,command.commitAllAmend
vscode.git.i18n.json,package,command.commitAllAmendNoVerify,command.commitAllAmendNoVerify
vscode.git.i18n.json,package,command.commitAllNoVerify,command.commitAllNoVerify
vscode.git.i18n.json,package,command.commitAllSigned,command.commitAllSigned
vscode.git.i18n.json,package,command.commitAllSignedNoVerify,command.commitAllSignedNoVerify
vscode.git.i18n.json,package,command.commitAmend,command.commitAmend
vscode.git.i18n.json,package,command.commitAmendNoVerify,command.commitAmendNoVerify
vscode.git.i18n.json,package,command.commitEmpty,command.commitEmpty
vscode.git.i18n.json,package,command.commitEmptyNoVerify,command.commitEmptyNoVerify
vscode.git.i18n.json,package,command.commitMessageAccept,command.commitMessageAccept
vscode.git.i18n.json,package,command.commitMessageDiscard,command.commitMessageDiscard
vscode.git.i18n.json,package,command.commitNoVerify,command.commitNoVerify
vscode.git.i18n.json,package,command.commitSigned,command.commitSigned
vscode.git.i18n.json,package,command.commitSignedNoVerify,command.commitSignedNoVerify
vscode.git.i18n.json,package,command.commitStaged,command.commitStaged
vscode.git.i18n.json,package,command.commitStagedAmend,command.commitStagedAmend
vscode.git.i18n.json,package,command.commitStagedAmendNoVerify,command.commitStagedAmendNoVerify
vscode.git.i18n.json,package,command.commitStagedNoVerify,command.commitStagedNoVerify
vscode.git.i18n.json,package,command.commitStagedSigned,command.commitStagedSigned
vscode.git.i18n.json,package,command.commitStagedSignedNoVerify,command.commitStagedSignedNoVerify
vscode.git.i18n.json,package,command.continueInLocalClone,command.continueInLocalClone
vscode.git.i18n.json,package,command.continueInLocalClone.qualifiedName,command.continueInLocalClone.qualifiedName
vscode.git.i18n.json,package,command.createTag,command.createTag
vscode.git.i18n.json,package,command.createWorktree,command.createWorktree
vscode.git.i18n.json,package,command.deleteBranch,command.deleteBranch
vscode.git.i18n.json,package,command.deleteRemoteBranch,command.deleteRemoteBranch
vscode.git.i18n.json,package,command.deleteRemoteTag,command.deleteRemoteTag
vscode.git.i18n.json,package,command.deleteTag,command.deleteTag
vscode.git.i18n.json,package,command.deleteWorktree,command.deleteWorktree
vscode.git.i18n.json,package,command.deleteWorktreeFromPalette,command.deleteWorktreeFromPalette
vscode.git.i18n.json,package,command.fetch,command.fetch
vscode.git.i18n.json,package,command.fetchAll,command.fetchAll
vscode.git.i18n.json,package,command.fetchPrune,command.fetchPrune
vscode.git.i18n.json,package,command.git.acceptMerge,command.git.acceptMerge
vscode.git.i18n.json,package,command.git.openMergeEditor,command.git.openMergeEditor
vscode.git.i18n.json,package,command.git.runGitMerge,command.git.runGitMerge
vscode.git.i18n.json,package,command.git.runGitMergeDiff3,command.git.runGitMergeDiff3
vscode.git.i18n.json,package,command.graphCheckout,command.graphCheckout
vscode.git.i18n.json,package,command.graphCheckoutDetached,command.graphCheckoutDetached
vscode.git.i18n.json,package,command.graphCherryPick,command.graphCherryPick
vscode.git.i18n.json,package,command.graphDeleteBranch,command.graphDeleteBranch
vscode.git.i18n.json,package,command.graphDeleteTag,command.graphDeleteTag
vscode.git.i18n.json,package,command.ignore,command.ignore
vscode.git.i18n.json,package,command.init,command.init
vscode.git.i18n.json,package,command.manageUnsafeRepositories,command.manageUnsafeRepositories
vscode.git.i18n.json,package,command.merge,command.merge
vscode.git.i18n.json,package,command.mergeAbort,command.mergeAbort
vscode.git.i18n.json,package,command.openAllChanges,command.openAllChanges
vscode.git.i18n.json,package,command.openChange,command.openChange
vscode.git.i18n.json,package,command.openFile,command.openFile
vscode.git.i18n.json,package,command.openHEADFile,command.openHEADFile
vscode.git.i18n.json,package,command.openRepositoriesInParentFolders,command.openRepositoriesInParentFolders
vscode.git.i18n.json,package,command.openRepository,command.openRepository
vscode.git.i18n.json,package,command.openWorktree,command.openWorktree
vscode.git.i18n.json,package,command.openWorktreeInNewWindow,command.openWorktreeInNewWindow
vscode.git.i18n.json,package,command.publish,command.publish
vscode.git.i18n.json,package,command.pull,command.pull
vscode.git.i18n.json,package,command.pullFrom,command.pullFrom
vscode.git.i18n.json,package,command.pullRebase,command.pullRebase
vscode.git.i18n.json,package,command.push,command.push
vscode.git.i18n.json,package,command.pushFollowTags,command.pushFollowTags
vscode.git.i18n.json,package,command.pushFollowTagsForce,command.pushFollowTagsForce
vscode.git.i18n.json,package,command.pushForce,command.pushForce
vscode.git.i18n.json,package,command.pushTags,command.pushTags
vscode.git.i18n.json,package,command.pushTo,command.pushTo
vscode.git.i18n.json,package,command.pushToForce,command.pushToForce
vscode.git.i18n.json,package,command.rebase,command.rebase
vscode.git.i18n.json,package,command.rebaseAbort,command.rebaseAbort
vscode.git.i18n.json,package,command.refresh,command.refresh
vscode.git.i18n.json,package,command.removeRemote,command.removeRemote
vscode.git.i18n.json,package,command.rename,command.rename
vscode.git.i18n.json,package,command.renameBranch,command.renameBranch
vscode.git.i18n.json,package,command.reopenClosedRepositories,command.reopenClosedRepositories
vscode.git.i18n.json,package,command.restoreCommitTemplate,command.restoreCommitTemplate
vscode.git.i18n.json,package,command.revealFileInOS.linux,command.revealFileInOS.linux
vscode.git.i18n.json,package,command.revealFileInOS.mac,command.revealFileInOS.mac
vscode.git.i18n.json,package,command.revealFileInOS.windows,command.revealFileInOS.windows
vscode.git.i18n.json,package,command.revealInExplorer,command.revealInExplorer
vscode.git.i18n.json,package,command.revertChange,command.revertChange
vscode.git.i18n.json,package,command.revertSelectedRanges,command.revertSelectedRanges
vscode.git.i18n.json,package,command.showOutput,command.showOutput
vscode.git.i18n.json,package,command.stage,command.stage
vscode.git.i18n.json,package,command.stageAll,command.stageAll
vscode.git.i18n.json,package,command.stageAllMerge,command.stageAllMerge
vscode.git.i18n.json,package,command.stageAllTracked,command.stageAllTracked
vscode.git.i18n.json,package,command.stageAllUntracked,command.stageAllUntracked
vscode.git.i18n.json,package,command.stageBlock,command.stageBlock
vscode.git.i18n.json,package,command.stageChange,command.stageChange
vscode.git.i18n.json,package,command.stageSelectedRanges,command.stageSelectedRanges
vscode.git.i18n.json,package,command.stageSelection,command.stageSelection
vscode.git.i18n.json,package,command.stash,command.stash
vscode.git.i18n.json,package,command.stashApply,command.stashApply
vscode.git.i18n.json,package,command.stashApplyEditor,command.stashApplyEditor
vscode.git.i18n.json,package,command.stashApplyLatest,command.stashApplyLatest
vscode.git.i18n.json,package,command.stashDrop,command.stashDrop
vscode.git.i18n.json,package,command.stashDropAll,command.stashDropAll
vscode.git.i18n.json,package,command.stashDropEditor,command.stashDropEditor
vscode.git.i18n.json,package,command.stashIncludeUntracked,command.stashIncludeUntracked
vscode.git.i18n.json,package,command.stashPop,command.stashPop
vscode.git.i18n.json,package,command.stashPopEditor,command.stashPopEditor
vscode.git.i18n.json,package,command.stashPopLatest,command.stashPopLatest
vscode.git.i18n.json,package,command.stashStaged,command.stashStaged
vscode.git.i18n.json,package,command.stashView,command.stashView
vscode.git.i18n.json,package,command.sync,command.sync
vscode.git.i18n.json,package,command.syncRebase,command.syncRebase
vscode.git.i18n.json,package,command.timelineCompareWithSelected,command.timelineCompareWithSelected
vscode.git.i18n.json,package,command.timelineCopyCommitId,command.timelineCopyCommitId
vscode.git.i18n.json,package,command.timelineCopyCommitMessage,command.timelineCopyCommitMessage
vscode.git.i18n.json,package,command.timelineOpenDiff,command.timelineOpenDiff
vscode.git.i18n.json,package,command.timelineSelectForCompare,command.timelineSelectForCompare
vscode.git.i18n.json,package,command.undoCommit,command.undoCommit
vscode.git.i18n.json,package,command.unstage,command.unstage
vscode.git.i18n.json,package,command.unstageAll,command.unstageAll
vscode.git.i18n.json,package,command.unstageChange,command.unstageChange
vscode.git.i18n.json,package,command.unstageSelectedRanges,command.unstageSelectedRanges
vscode.git.i18n.json,package,command.viewChanges,command.viewChanges
vscode.git.i18n.json,package,command.viewCommit,command.viewCommit
vscode.git.i18n.json,package,command.viewStagedChanges,command.viewStagedChanges
vscode.git.i18n.json,package,command.viewUntrackedChanges,command.viewUntrackedChanges
vscode.git.i18n.json,bundle,Commit,Làm
vscode.git.i18n.json,bundle,Commit & Push Changes,Thay đổi cam kết và đẩy
vscode.git.i18n.json,bundle,Commit & Sync Changes,Thay đổi cam kết & đồng bộ hóa
vscode.git.i18n.json,bundle,Commit Anyway,Dù sao đi nữa
vscode.git.i18n.json,bundle,Commit Changes,Cam kết thay đổi
vscode.git.i18n.json,bundle,"Commit Changes on ""{0}""","Commit Changes on ""{0}"""
vscode.git.i18n.json,bundle,Commit Changes to New Branch,Cam kết thay đổi chi nhánh mới
vscode.git.i18n.json,bundle,Commit Hash,Cam kết băm
vscode.git.i18n.json,bundle,Commit message,Cam kết tin nhắn
vscode.git.i18n.json,bundle,Commit operation was cancelled due to empty commit message.,Hoạt động cam kết đã bị hủy do tin nhắn cam kết trống.
vscode.git.i18n.json,bundle,Commit to a New Branch,Cam kết với một chi nhánh mới
vscode.git.i18n.json,bundle,Commit to New Branch & Push Changes,Cam kết thay đổi chi nhánh mới và thay đổi đẩy
vscode.git.i18n.json,bundle,Commit to New Branch & Synchronize Changes,Cam kết với chi nhánh mới và đồng bộ hóa các thay đổi
vscode.git.i18n.json,bundle,"Commits without verification are not allowed, please enable them with the ""git.allowNoVerifyCommit"" setting.","Commits without verification are not allowed, please enable them with the ""git.allowNoVerifyCommit"" setting."
vscode.git.i18n.json,bundle,Committing & Pushing Changes...,Cam kết và thúc đẩy thay đổi ...
vscode.git.i18n.json,bundle,Committing & Synchronizing Changes...,Cam kết và đồng bộ hóa các thay đổi ...
vscode.git.i18n.json,bundle,Committing Changes to New Branch...,Cam kết thay đổi chi nhánh mới ...
vscode.git.i18n.json,bundle,Committing Changes...,Cam kết thay đổi ...
vscode.git.i18n.json,bundle,Committing to New Branch & Pushing Changes...,Cam kết với chi nhánh mới và thúc đẩy thay đổi ...
vscode.git.i18n.json,bundle,Committing to New Branch & Synchronizing Changes...,Cam kết các thay đổi chi nhánh mới và đồng bộ hóa ...
vscode.git.i18n.json,package,config.allowForcePush,config.allowForcePush
vscode.git.i18n.json,package,config.allowNoVerifyCommit,config.allowNoVerifyCommit
vscode.git.i18n.json,package,config.alwaysShowStagedChangesResourceGroup,config.alwaysShowStagedChangesResourceGroup
vscode.git.i18n.json,package,config.alwaysSignOff,config.alwaysSignOff
vscode.git.i18n.json,package,config.autofetch,config.autofetch
vscode.git.i18n.json,package,config.autofetchPeriod,config.autofetchPeriod
vscode.git.i18n.json,package,config.autorefresh,config.autorefresh
vscode.git.i18n.json,package,config.autoRepositoryDetection,config.autoRepositoryDetection
vscode.git.i18n.json,package,config.autoRepositoryDetection.false,config.autoRepositoryDetection.false
vscode.git.i18n.json,package,config.autoRepositoryDetection.openEditors,config.autoRepositoryDetection.openEditors
vscode.git.i18n.json,package,config.autoRepositoryDetection.subFolders,config.autoRepositoryDetection.subFolders
vscode.git.i18n.json,package,config.autoRepositoryDetection.true,config.autoRepositoryDetection.true
vscode.git.i18n.json,package,config.autoStash,config.autoStash
vscode.git.i18n.json,package,config.blameEditorDecoration.enabled,config.blameEditorDecoration.enabled
vscode.git.i18n.json,package,config.blameEditorDecoration.template,config.blameEditorDecoration.template
vscode.git.i18n.json,package,config.blameStatusBarItem.enabled,config.blameStatusBarItem.enabled
vscode.git.i18n.json,package,config.blameStatusBarItem.template,config.blameStatusBarItem.template
vscode.git.i18n.json,package,config.branchPrefix,config.branchPrefix
vscode.git.i18n.json,package,config.branchProtection,config.branchProtection
vscode.git.i18n.json,package,config.branchProtectionPrompt,config.branchProtectionPrompt
vscode.git.i18n.json,package,config.branchProtectionPrompt.alwaysCommit,config.branchProtectionPrompt.alwaysCommit
vscode.git.i18n.json,package,config.branchProtectionPrompt.alwaysCommitToNewBranch,config.branchProtectionPrompt.alwaysCommitToNewBranch
vscode.git.i18n.json,package,config.branchProtectionPrompt.alwaysPrompt,config.branchProtectionPrompt.alwaysPrompt
vscode.git.i18n.json,package,config.branchRandomNameDictionary,config.branchRandomNameDictionary
vscode.git.i18n.json,package,config.branchRandomNameDictionary.adjectives,config.branchRandomNameDictionary.adjectives
vscode.git.i18n.json,package,config.branchRandomNameDictionary.animals,config.branchRandomNameDictionary.animals
vscode.git.i18n.json,package,config.branchRandomNameDictionary.colors,config.branchRandomNameDictionary.colors
vscode.git.i18n.json,package,config.branchRandomNameDictionary.numbers,config.branchRandomNameDictionary.numbers
vscode.git.i18n.json,package,config.branchRandomNameEnable,config.branchRandomNameEnable
vscode.git.i18n.json,package,config.branchSortOrder,config.branchSortOrder
vscode.git.i18n.json,package,config.branchValidationRegex,config.branchValidationRegex
vscode.git.i18n.json,package,config.branchWhitespaceChar,config.branchWhitespaceChar
vscode.git.i18n.json,package,config.checkoutType,config.checkoutType
vscode.git.i18n.json,package,config.checkoutType.local,config.checkoutType.local
vscode.git.i18n.json,package,config.checkoutType.remote,config.checkoutType.remote
vscode.git.i18n.json,package,config.checkoutType.tags,config.checkoutType.tags
vscode.git.i18n.json,package,config.closeDiffOnOperation,config.closeDiffOnOperation
vscode.git.i18n.json,package,config.commandsToLog,config.commandsToLog
vscode.git.i18n.json,package,config.commitShortHashLength,config.commitShortHashLength
vscode.git.i18n.json,package,config.confirmEmptyCommits,config.confirmEmptyCommits
vscode.git.i18n.json,package,config.confirmForcePush,config.confirmForcePush
vscode.git.i18n.json,package,config.confirmNoVerifyCommit,config.confirmNoVerifyCommit
vscode.git.i18n.json,package,config.confirmSync,config.confirmSync
vscode.git.i18n.json,package,config.countBadge,config.countBadge
