"﻿""file""",scope,key,value_zh
vscode.json-language-features.i18n.json,bundle,Item does not match any validation rule from the array.,Mục không phù hợp với bất kỳ quy tắc xác thực nào từ mảng.
vscode.json-language-features.i18n.json,bundle,JSON Language Server,Máy chủ ngôn ngữ JSON
vscode.json-language-features.i18n.json,bundle,JSON Outline Status,Trạng thái phác thảo JSON
vscode.json-language-features.i18n.json,bundle,JSON schema cache cleared.,Bộ nhớ cache Lược đồ JSON bị xóa.
vscode.json-language-features.i18n.json,bundle,JSON schema configured,Lược đồ JSON được cấu hình
vscode.json-language-features.i18n.json,bundle,JSON Validation Status,Tình trạng xác thực JSON
vscode.json-language-features.i18n.json,bundle,JSON: Schema Resolution Error,JSON: Lỗi độ phân giải lược đồ
vscode.json-language-features.i18n.json,package,json.clickToRetry,json.clickToRetry
vscode.json-language-features.i18n.json,package,json.colorDecorators.enable.deprecationMessage,json.colorDecorators.enable.deprecationMessage
vscode.json-language-features.i18n.json,package,json.colorDecorators.enable.desc,json.colorDecorators.enable.desc
vscode.json-language-features.i18n.json,package,json.command.clearCache,json.command.clearCache
vscode.json-language-features.i18n.json,package,json.command.sort,json.command.sort
vscode.json-language-features.i18n.json,package,json.enableSchemaDownload.desc,json.enableSchemaDownload.desc
vscode.json-language-features.i18n.json,package,json.format.enable.desc,json.format.enable.desc
vscode.json-language-features.i18n.json,package,json.format.keepLines.desc,json.format.keepLines.desc
vscode.json-language-features.i18n.json,package,json.maxItemsComputed.desc,json.maxItemsComputed.desc
vscode.json-language-features.i18n.json,package,json.maxItemsExceededInformation.desc,json.maxItemsExceededInformation.desc
vscode.json-language-features.i18n.json,package,json.schemaResolutionErrorMessage,json.schemaResolutionErrorMessage
vscode.json-language-features.i18n.json,package,json.schemas.desc,json.schemas.desc
vscode.json-language-features.i18n.json,package,json.schemas.fileMatch.desc,json.schemas.fileMatch.desc
vscode.json-language-features.i18n.json,package,json.schemas.fileMatch.item.desc,json.schemas.fileMatch.item.desc
vscode.json-language-features.i18n.json,package,json.schemas.schema.desc,json.schemas.schema.desc
vscode.json-language-features.i18n.json,package,json.schemas.url.desc,json.schemas.url.desc
vscode.json-language-features.i18n.json,package,json.tracing.desc,json.tracing.desc
vscode.json-language-features.i18n.json,package,json.validate.enable.desc,json.validate.enable.desc
vscode.json-language-features.i18n.json,bundle,Learn more about JSON schema configuration...,Tìm hiểu thêm về cấu hình lược đồ JSON ...
vscode.json-language-features.i18n.json,bundle,Loading JSON info,Tải thông tin JSON
vscode.json-language-features.i18n.json,bundle,Makes the maximum property exclusive.,Làm cho tài sản tối đa độc quyền.
vscode.json-language-features.i18n.json,bundle,Makes the minimum property exclusive.,Làm cho tài sản tối thiểu độc quyền.
vscode.json-language-features.i18n.json,bundle,Matches a schema that is not allowed.,Phù hợp với một lược đồ không được phép.
vscode.json-language-features.i18n.json,bundle,Matches multiple schemas when only one must validate.,Khớp với nhiều lược đồ khi chỉ có một phải xác nhận.
vscode.json-language-features.i18n.json,bundle,"Missing property ""{0}"".","Missing property ""{0}""."
vscode.json-language-features.i18n.json,bundle,multiple JSON schemas configured,nhiều lược đồ JSON được cấu hình
vscode.json-language-features.i18n.json,bundle,New array,Mảng mới
vscode.json-language-features.i18n.json,bundle,New object,Đối tượng mới
vscode.json-language-features.i18n.json,bundle,no JSON schema configured,Không có lược đồ JSON được cấu hình
vscode.json-language-features.i18n.json,bundle,No schema configured for this file,Không có lược đồ được định cấu hình cho tệp này
vscode.json-language-features.i18n.json,bundle,No schema validation,Không xác nhận lược đồ
vscode.json-language-features.i18n.json,bundle,Not used for validation. Place subschemas here that you wish to reference inline with $ref.,Not used for validation. Place subschemas here that you wish to reference inline with $ref.
vscode.json-language-features.i18n.json,bundle,Object has fewer properties than the required number of {0},Object has fewer properties than the required number of {0}
vscode.json-language-features.i18n.json,bundle,Object has more properties than limit of {0}.,Object has more properties than limit of {0}.
vscode.json-language-features.i18n.json,bundle,Object is missing property {0} required by property {1}.,Object is missing property {0} required by property {1}.
vscode.json-language-features.i18n.json,bundle,only {0} document symbols shown for performance reasons,only {0} document symbols shown for performance reasons
vscode.json-language-features.i18n.json,bundle,Open Extension,Mở mở rộng
vscode.json-language-features.i18n.json,bundle,Open Settings,Mở cài đặt
vscode.json-language-features.i18n.json,bundle,Outline,Phác thảo
vscode.json-language-features.i18n.json,bundle,"Problem reading content from '{0}': UTF-8 with BOM detected, only UTF 8 is allowed.","Problem reading content from '{0}': UTF-8 with BOM detected, only UTF 8 is allowed."
vscode.json-language-features.i18n.json,bundle,Problems loading reference '{0}': {1},Problems loading reference '{0}': {1}
vscode.json-language-features.i18n.json,bundle,Property {0} is not allowed.,Property {0} is not allowed.
vscode.json-language-features.i18n.json,bundle,Property expected,Tài sản dự kiến
vscode.json-language-features.i18n.json,bundle,Property keys must be doublequoted,Khóa tài sản phải được tăng gấp đôi
vscode.json-language-features.i18n.json,bundle,Reference a definition hosted on any location.,Tham khảo một định nghĩa được lưu trữ trên bất kỳ vị trí.
vscode.json-language-features.i18n.json,bundle,"Sample JSON values associated with a particular schema, for the purpose of illustrating usage.","Các giá trị JSON mẫu liên quan đến một lược đồ cụ thể, với mục đích minh họa việc sử dụng."
vscode.json-language-features.i18n.json,bundle,Schema not found: {0},Schema not found: {0}
vscode.json-language-features.i18n.json,bundle,Schema validated,Lược đồ được xác nhận
vscode.json-language-features.i18n.json,bundle,Select the schema to use for {0},Select the schema to use for {0}
vscode.json-language-features.i18n.json,bundle,Show Schemas,Hiển thị các lược đồ
vscode.json-language-features.i18n.json,bundle,Sort JSON,Sắp xếp json
vscode.json-language-features.i18n.json,bundle,"String does not match the pattern of ""{0}"".","String does not match the pattern of ""{0}""."
vscode.json-language-features.i18n.json,bundle,String is longer than the maximum length of {0}.,String is longer than the maximum length of {0}.
vscode.json-language-features.i18n.json,bundle,String is not a hostname.,Chuỗi không phải là tên máy chủ.
vscode.json-language-features.i18n.json,bundle,String is not a RFC3339 date-time.,Chuỗi không phải là thời gian hẹn hò RFC3339.
vscode.json-language-features.i18n.json,bundle,String is not a RFC3339 date.,Chuỗi không phải là ngày RFC3339.
vscode.json-language-features.i18n.json,bundle,String is not a RFC3339 time.,Chuỗi không phải là thời gian RFC3339.
vscode.json-language-features.i18n.json,bundle,String is not a URI: {0},String is not a URI: {0}
vscode.json-language-features.i18n.json,bundle,String is not an e-mail address.,Chuỗi không phải là địa chỉ e-mail.
vscode.json-language-features.i18n.json,bundle,String is not an IPv4 address.,Chuỗi không phải là địa chỉ IPv4.
vscode.json-language-features.i18n.json,bundle,String is not an IPv6 address.,Chuỗi không phải là địa chỉ IPv6.
vscode.json-language-features.i18n.json,bundle,String is shorter than the minimum length of {0}.,String is shorter than the minimum length of {0}.
vscode.json-language-features.i18n.json,bundle,"The ""else"" subschema is used for validation when the ""if"" subschema fails.","Subschema ""khác"" được sử dụng để xác nhận khi cơ sở con ""if"" không thành công."
vscode.json-language-features.i18n.json,bundle,"The ""then"" subschema is used for validation when the ""if"" subschema succeeds.","Tiểu cầu ""sau đó"" được sử dụng để xác nhận khi cơ sở con ""if"" thành công."
vscode.json-language-features.i18n.json,bundle,The maximum length of a string.,Độ dài tối đa của một chuỗi.
vscode.json-language-features.i18n.json,bundle,The maximum number of items that can be inside an array. Inclusive.,Số lượng mục tối đa có thể ở bên trong một mảng. Bao gồm.
vscode.json-language-features.i18n.json,bundle,The maximum number of properties an object can have. Inclusive.,Số lượng thuộc tính tối đa mà một đối tượng có thể có. Bao gồm.
vscode.json-language-features.i18n.json,bundle,"The maximum numerical value, inclusive by default.","Giá trị số tối đa, bao gồm theo mặc định."
vscode.json-language-features.i18n.json,bundle,The minimum length of a string.,Độ dài tối thiểu của một chuỗi.
vscode.json-language-features.i18n.json,bundle,The minimum number of items that can be inside an array. Inclusive.,Số lượng tối thiểu của các mục có thể ở bên trong một mảng. Bao gồm.
vscode.json-language-features.i18n.json,bundle,The minimum number of properties an object can have. Inclusive.,Số lượng tối thiểu của các thuộc tính mà một đối tượng có thể có. Bao gồm.
vscode.json-language-features.i18n.json,bundle,"The minimum numerical value, inclusive by default.","Giá trị số tối thiểu, bao gồm theo mặc định."
vscode.json-language-features.i18n.json,bundle,The schema to verify this document against.,Lược đồ để xác minh tài liệu này chống lại.
vscode.json-language-features.i18n.json,bundle,The schema uses meta-schema features ({0}) that are not yet supported by the validator.,The schema uses meta-schema features ({0}) that are not yet supported by the validator.
vscode.json-language-features.i18n.json,bundle,The set of literal values that are valid.,Tập hợp các giá trị theo nghĩa đen là hợp lệ.
vscode.json-language-features.i18n.json,bundle,"The validation outcome of the ""if"" subschema controls which of the ""then"" or ""else"" keywords are evaluated.","Kết quả xác thực của các từ khóa ""IF"" Subschema nào của từ khóa ""sau đó"" hoặc ""khác"" được đánh giá."
vscode.json-language-features.i18n.json,bundle,Trailing comma,Dấu phẩy theo dõi
vscode.json-language-features.i18n.json,bundle,Unable to compute used schemas: {0},Unable to compute used schemas: {0}
vscode.json-language-features.i18n.json,bundle,Unable to compute used schemas: No document,Không thể tính toán các lược đồ đã sử dụng: Không có tài liệu
vscode.json-language-features.i18n.json,bundle,Unable to load {0},Unable to load {0}
vscode.json-language-features.i18n.json,bundle,Unable to load schema from '{0}': {1}.,Unable to load schema from '{0}': {1}.
vscode.json-language-features.i18n.json,bundle,Unable to load schema from '{0}': No content.,Unable to load schema from '{0}': No content.
vscode.json-language-features.i18n.json,bundle,Unable to load schema from '{0}'. No schema request service available,Unable to load schema from '{0}'. No schema request service available
vscode.json-language-features.i18n.json,bundle,Unable to parse content from '{0}': Parse error at offset {1}.,Unable to parse content from '{0}': Parse error at offset {1}.
vscode.json-language-features.i18n.json,bundle,Unable to resolve schema. Click to retry.,Không thể giải quyết lược đồ. Bấm để thử lại.
vscode.json-language-features.i18n.json,bundle,Unexpected end of comment.,Kết thúc bất ngờ của bình luận.
vscode.json-language-features.i18n.json,bundle,Unexpected end of number.,Kết thúc không mong muốn của số.
vscode.json-language-features.i18n.json,bundle,Unexpected end of string.,Kết thúc bất ngờ của chuỗi.
vscode.json-language-features.i18n.json,bundle,URI expected.,Uri dự kiến.
vscode.json-language-features.i18n.json,bundle,URI is expected.,URI được mong đợi.
vscode.json-language-features.i18n.json,bundle,URI with a scheme is expected.,URI với một kế hoạch được mong đợi.
vscode.json-language-features.i18n.json,bundle,Value expected,Giá trị dự kiến
vscode.json-language-features.i18n.json,bundle,Value is above the exclusive maximum of {0}.,Value is above the exclusive maximum of {0}.
vscode.json-language-features.i18n.json,bundle,Value is above the maximum of {0}.,Value is above the maximum of {0}.
vscode.json-language-features.i18n.json,bundle,Value is below the exclusive minimum of {0}.,Value is below the exclusive minimum of {0}.
vscode.json-language-features.i18n.json,bundle,Value is below the minimum of {0}.,Value is below the minimum of {0}.
vscode.json-language-features.i18n.json,bundle,Value is deprecated,Giá trị không được dùng cho
vscode.json-language-features.i18n.json,bundle,Value is not accepted. Valid values: {0}.,Value is not accepted. Valid values: {0}.
vscode.json-language-features.i18n.json,bundle,Value is not divisible by {0}.,Value is not divisible by {0}.
vscode.json-language-features.i18n.json,bundle,Value must be {0}.,Value must be {0}.
