"﻿""file""",scope,key,value_zh
vscode.css-language-features.i18n.json,package,css.validate.desc,css.validate.desc
vscode.css-language-features.i18n.json,package,css.validate.title,css.validate.title
vscode.css-language-features.i18n.json,bundle,Defines complex operations that can be re-used throughout stylesheets.,Xác định các hoạt động phức tạp có thể được sử dụng lại trong suốt các kiểu dáng.
vscode.css-language-features.i18n.json,bundle,Defines styles that can be re-used throughout the stylesheet with `@include`.,Xác định các kiểu có thể được sử dụng lại trong toàn bộ bảng kiểu với `@bao gồm`.
vscode.css-language-features.i18n.json,package,description,Sự miêu tả
vscode.css-language-features.i18n.json,package,displayName,DisplayName
vscode.css-language-features.i18n.json,bundle,Do not use duplicate style definitions,Không sử dụng định nghĩa kiểu trùng lặp
vscode.css-language-features.i18n.json,bundle,Do not use empty rulesets,Không sử dụng các quy tắc trống
vscode.css-language-features.i18n.json,bundle,Do not use width or height when using padding or border,Không sử dụng chiều rộng hoặc chiều cao khi sử dụng đệm hoặc đường viền
vscode.css-language-features.i18n.json,bundle,dot expected,Dot dự kiến
vscode.css-language-features.i18n.json,bundle,Dynamically calls a Sass function.,Tự động gọi một chức năng SASS.
vscode.css-language-features.i18n.json,bundle,"Each loop that sets `$var` to each item in the list or map, then outputs the styles it contains using that value of `$var`.","Each loop that sets `$var` to each item in the list or map, then outputs the styles it contains using that value of `$var`."
vscode.css-language-features.i18n.json,bundle,escape string content,Escape Chuỗi nội dung
vscode.css-language-features.i18n.json,bundle,Exposes the details of Sass’s inner workings.,Phơi bày các chi tiết về hoạt động bên trong của Sass.
vscode.css-language-features.i18n.json,bundle,expression expected,Biểu thức được mong đợi
vscode.css-language-features.i18n.json,bundle,Extends $extendee with $extender within $selector.,Extends $extendee with $extender within $selector.
vscode.css-language-features.i18n.json,bundle,Extracts a substring from $string.,Extracts a substring from $string.
vscode.css-language-features.i18n.json,bundle,Failed to apply CSS fix to the document. Please consider opening an issue with steps to reproduce.,Không áp dụng CSS Fix cho tài liệu. Vui lòng xem xét việc mở một vấn đề với các bước để tái tạo.
vscode.css-language-features.i18n.json,bundle,Finds the maximum of several numbers.,Tìm mức tối đa của một số số.
vscode.css-language-features.i18n.json,bundle,Finds the minimum of several numbers.,Tìm thấy tối thiểu của một số số.
vscode.css-language-features.i18n.json,bundle,first argument modulus second argument,Mô đun đối số thứ nhất đối số thứ hai
vscode.css-language-features.i18n.json,bundle,first argument raised to the power of the second argument,Đối số đầu tiên được đưa ra cho sức mạnh của đối số thứ hai
vscode.css-language-features.i18n.json,bundle,Fluidly scales one or more properties of a color.,Chia tỷ lệ chất lỏng một hoặc nhiều thuộc tính của một màu.
vscode.css-language-features.i18n.json,bundle,Folding Region End,Vùng gấp kết thúc
vscode.css-language-features.i18n.json,bundle,Folding Region Start,Vùng gấp bắt đầu
vscode.css-language-features.i18n.json,bundle,For loop that repeatedly outputs a set of styles for each `$var` in the `from/through` or `from/to` clause.,For loop that repeatedly outputs a set of styles for each `$var` in the `from/through` or `from/to` clause.
vscode.css-language-features.i18n.json,bundle,generate a list spanning a range of values,Tạo một danh sách trải rộng một loạt các giá trị
vscode.css-language-features.i18n.json,bundle,"Generates new colors based on existing ones, making it easy to build color themes.","Tạo màu mới dựa trên các màu hiện có, giúp dễ dàng xây dựng các chủ đề màu sắc."
vscode.css-language-features.i18n.json,bundle,Gets the blue component of a color.,Nhận được thành phần màu xanh của một màu.
vscode.css-language-features.i18n.json,bundle,Gets the green component of a color.,Nhận được thành phần màu xanh lá cây của một màu.
vscode.css-language-features.i18n.json,bundle,Gets the hue component of a color.,Nhận được thành phần màu sắc của một màu.
vscode.css-language-features.i18n.json,bundle,Gets the lightness component of a color.,Nhận được thành phần nhẹ của một màu.
vscode.css-language-features.i18n.json,bundle,Gets the opacity component of a color.,Nhận được thành phần độ mờ của một màu.
vscode.css-language-features.i18n.json,bundle,Gets the red component of a color.,Nhận được thành phần màu đỏ của một màu.
vscode.css-language-features.i18n.json,bundle,Gets the saturation component of a color.,Nhận được thành phần bão hòa của một màu.
vscode.css-language-features.i18n.json,bundle,"Hex colors must consist of three, four, six or eight hex numbers","Màu sắc hex phải bao gồm ba, bốn, sáu hoặc tám số hex"
vscode.css-language-features.i18n.json,bundle,identifier expected,định danh dự kiến
vscode.css-language-features.i18n.json,bundle,identifier or variable expected,định danh hoặc biến dự kiến
vscode.css-language-features.i18n.json,bundle,identifier or wildcard expected,định danh hoặc ký tự đại diện dự kiến
vscode.css-language-features.i18n.json,bundle,IE hacks are only necessary when supporting IE7 and older,IE hack chỉ cần thiết khi hỗ trợ IE7 trở lên
vscode.css-language-features.i18n.json,bundle,Import statements do not load in parallel,Nhập báo cáo không tải song song
vscode.css-language-features.i18n.json,bundle,Includes the body if the expression does not evaluate to `false` or `null`.,Bao gồm cơ thể nếu biểu thức không đánh giá thành `false 'hoặc` null`.
vscode.css-language-features.i18n.json,bundle,Includes the styles defined by another mixin into the current rule.,Bao gồm các kiểu được xác định bởi một hỗn hợp khác vào quy tắc hiện tại.
vscode.css-language-features.i18n.json,bundle,Increases or decreases one or more components of a color.,Tăng hoặc giảm một hoặc nhiều thành phần của một màu.
vscode.css-language-features.i18n.json,bundle,Inherits the styles of another selector.,Kế thừa các kiểu của một bộ chọn khác.
vscode.css-language-features.i18n.json,bundle,"inline-block is ignored due to the float. If 'float' has a value other than 'none', the box is floated and 'display' is treated as 'block'","Khối nội tuyến bị bỏ qua do phao. Nếu 'float' có giá trị khác ngoài 'không', hộp được thả nổi và 'hiển thị' được coi là 'khối'"
vscode.css-language-features.i18n.json,bundle,inlines a resource and falls back to `url()`,nội dung một tài nguyên và rơi trở lại `url ()`
vscode.css-language-features.i18n.json,bundle,Insert url() Function,Chèn hàm URL ()
vscode.css-language-features.i18n.json,bundle,Insert url() Functions,Chèn các hàm URL ()
vscode.css-language-features.i18n.json,bundle,Inserts $insert into $string at $index.,Inserts $insert into $string at $index.
vscode.css-language-features.i18n.json,bundle,Invalid number of parameters,Số lượng tham số không hợp lệ
vscode.css-language-features.i18n.json,bundle,Joins together two lists into one.,Tham gia cùng nhau hai danh sách thành một.
vscode.css-language-features.i18n.json,package,less.colorDecorators.enable.deprecationMessage,less.colorDecorators.enable.deprecationMessage
vscode.css-language-features.i18n.json,package,less.completion.completePropertyWithSemicolon.desc,less.completion.completePropertyWithSemicolon.desc
vscode.css-language-features.i18n.json,package,less.completion.triggerPropertyValueCompletion.desc,less.completion.triggerPropertyValueCompletion.desc
vscode.css-language-features.i18n.json,package,less.format.braceStyle.desc,less.format.braceStyle.desc
vscode.css-language-features.i18n.json,package,less.format.enable.desc,less.format.enable.desc
vscode.css-language-features.i18n.json,package,less.format.maxPreserveNewLines.desc,less.format.maxPreserveNewLines.desc
vscode.css-language-features.i18n.json,package,less.format.newlineBetweenRules.desc,less.format.newlineBetweenRules.desc
vscode.css-language-features.i18n.json,package,less.format.newlineBetweenSelectors.desc,less.format.newlineBetweenSelectors.desc
vscode.css-language-features.i18n.json,package,less.format.preserveNewLines.desc,less.format.preserveNewLines.desc
vscode.css-language-features.i18n.json,package,less.format.spaceAroundSelectorSeparator.desc,less.format.spaceAroundSelectorSeparator.desc
vscode.css-language-features.i18n.json,package,less.hover.documentation,less.hover.documentation
vscode.css-language-features.i18n.json,package,less.hover.references,less.hover.references
vscode.css-language-features.i18n.json,package,less.lint.argumentsInColorFunction.desc,less.lint.argumentsInColorFunction.desc
vscode.css-language-features.i18n.json,package,less.lint.boxModel.desc,less.lint.boxModel.desc
vscode.css-language-features.i18n.json,package,less.lint.compatibleVendorPrefixes.desc,less.lint.compatibleVendorPrefixes.desc
vscode.css-language-features.i18n.json,package,less.lint.duplicateProperties.desc,less.lint.duplicateProperties.desc
vscode.css-language-features.i18n.json,package,less.lint.emptyRules.desc,less.lint.emptyRules.desc
vscode.css-language-features.i18n.json,package,less.lint.float.desc,less.lint.float.desc
vscode.css-language-features.i18n.json,package,less.lint.fontFaceProperties.desc,less.lint.fontFaceProperties.desc
vscode.css-language-features.i18n.json,package,less.lint.hexColorLength.desc,less.lint.hexColorLength.desc
vscode.css-language-features.i18n.json,package,less.lint.idSelector.desc,less.lint.idSelector.desc
vscode.css-language-features.i18n.json,package,less.lint.ieHack.desc,less.lint.ieHack.desc
vscode.css-language-features.i18n.json,package,less.lint.important.desc,less.lint.important.desc
vscode.css-language-features.i18n.json,package,less.lint.importStatement.desc,less.lint.importStatement.desc
vscode.css-language-features.i18n.json,package,less.lint.propertyIgnoredDueToDisplay.desc,less.lint.propertyIgnoredDueToDisplay.desc
vscode.css-language-features.i18n.json,package,less.lint.universalSelector.desc,less.lint.universalSelector.desc
vscode.css-language-features.i18n.json,package,less.lint.unknownAtRules.desc,less.lint.unknownAtRules.desc
vscode.css-language-features.i18n.json,package,less.lint.unknownProperties.desc,less.lint.unknownProperties.desc
vscode.css-language-features.i18n.json,package,less.lint.unknownVendorSpecificProperties.desc,less.lint.unknownVendorSpecificProperties.desc
vscode.css-language-features.i18n.json,package,less.lint.validProperties.desc,less.lint.validProperties.desc
vscode.css-language-features.i18n.json,package,less.lint.vendorPrefix.desc,less.lint.vendorPrefix.desc
vscode.css-language-features.i18n.json,package,less.lint.zeroUnits.desc,less.lint.zeroUnits.desc
vscode.css-language-features.i18n.json,package,less.title,less.title
vscode.css-language-features.i18n.json,package,less.validate.desc,less.validate.desc
vscode.css-language-features.i18n.json,package,less.validate.title,less.validate.title
vscode.css-language-features.i18n.json,bundle,Lets you access and modify values in lists.,Cho phép bạn truy cập và sửa đổi các giá trị trong danh sách.
vscode.css-language-features.i18n.json,bundle,"Loads a Sass stylesheet and makes its mixins, functions, and variables available when this stylesheet is loaded with the @use rule.","Tải một biểu định kiểu SASS và tạo ra các hỗn hợp, chức năng và biến có sẵn khi bảng kiểu này được tải với quy tắc @USE."
vscode.css-language-features.i18n.json,bundle,"Loads mixins, functions, and variables from other Sass stylesheets as 'modules', and combines CSS from multiple stylesheets together.","Tải các hỗn hợp, chức năng và biến từ các bảng kiểu SASS khác dưới dạng 'mô -đun' và kết hợp CSS từ nhiều bảng kiểu lại với nhau."
vscode.css-language-features.i18n.json,bundle,Makes a color darker.,Làm cho một màu tối hơn.
vscode.css-language-features.i18n.json,bundle,Makes a color less saturated.,Làm cho một màu ít bão hòa hơn.
vscode.css-language-features.i18n.json,bundle,Makes a color lighter.,Làm cho một màu sáng hơn.
vscode.css-language-features.i18n.json,bundle,Makes a color more opaque.,Làm cho một màu sắc mờ hơn.
vscode.css-language-features.i18n.json,bundle,Makes a color more saturated.,Làm cho một màu sắc bão hòa hơn.
vscode.css-language-features.i18n.json,bundle,Makes a color more transparent.,Làm cho một màu trong suốt hơn.
vscode.css-language-features.i18n.json,bundle,"Makes it easy to combine, search, or split apart strings.","Làm cho nó dễ dàng để kết hợp, tìm kiếm hoặc tách các chuỗi."
vscode.css-language-features.i18n.json,bundle,"Makes it possible to look up the value associated with a key in a map, and much more.",Làm cho nó có thể tra cứu giá trị liên quan đến một khóa trong bản đồ và nhiều hơn nữa.
vscode.css-language-features.i18n.json,bundle,media query expected,Truy vấn truyền thông mong đợi
vscode.css-language-features.i18n.json,bundle,Merges two maps together into a new map.,Hợp nhất hai bản đồ với nhau thành một bản đồ mới.
vscode.css-language-features.i18n.json,bundle,Mix two colors together in a polar color space.,Trộn hai màu với nhau trong một không gian màu cực.
vscode.css-language-features.i18n.json,bundle,Mix two colors together in a rectangular color space.,Trộn hai màu với nhau trong một không gian màu hình chữ nhật.
vscode.css-language-features.i18n.json,bundle,Mixes two colors together.,Trộn hai màu với nhau.
vscode.css-language-features.i18n.json,bundle,Nests selector beneath one another like they would be nested in the stylesheet.,Bộ chọn tổ bên dưới nhau giống như chúng sẽ được lồng trong bảng kiểu.
vscode.css-language-features.i18n.json,bundle,No unit for zero needed,Không cần đơn vị cho số không
vscode.css-language-features.i18n.json,bundle,number expected,số lượng dự kiến
vscode.css-language-features.i18n.json,bundle,operator expected,Nhà điều hành dự kiến
vscode.css-language-features.i18n.json,bundle,page directive or declaraton expected,Chỉ thị trang hoặc Declaraton dự kiến
vscode.css-language-features.i18n.json,bundle,Parses a selector into the format returned by &.,Phân tích một bộ chọn vào định dạng được trả về bởi &.
vscode.css-language-features.i18n.json,bundle,parses a string to a color,phân tích một chuỗi thành một màu
vscode.css-language-features.i18n.json,bundle,percentage expected,tỷ lệ phần trăm dự kiến
vscode.css-language-features.i18n.json,bundle,Prints the value of an expression to the standard error output stream. Useful for debugging complicated Sass files.,In giá trị của một biểu thức vào luồng đầu ra lỗi tiêu chuẩn. Hữu ích cho việc gỡ lỗi các tập tin SASS phức tạp.
vscode.css-language-features.i18n.json,bundle,Prints the value of an expression to the standard error output stream. Useful for libraries that need to warn users of deprecations or recovering from minor mixin usage mistakes. Warnings can be turned off with the `--quiet` command-line option or the `:quiet` Sass option.,In giá trị của một biểu thức vào luồng đầu ra lỗi tiêu chuẩn. Hữu ích cho các thư viện cần cảnh báo người dùng khấu hao hoặc phục hồi từ các lỗi sử dụng mixin nhỏ. Cảnh báo có thể được tắt với tùy chọn dòng lệnh `--quiet` hoặc tùy chọn`: SILE` SASS.
vscode.css-language-features.i18n.json,bundle,Property is ignored due to the display.,Thuộc tính bị bỏ qua do hiển thị.
vscode.css-language-features.i18n.json,bundle,"Property is ignored due to the display. With 'display: block', vertical-align should not be used.","Thuộc tính bị bỏ qua do hiển thị. Với 'Hiển thị: khối', không nên sử dụng ALIGN dọc."
vscode.css-language-features.i18n.json,bundle,property value expected,Giá trị tài sản dự kiến
vscode.css-language-features.i18n.json,bundle,Provides access to Sass’s powerful selector engine.,Cung cấp quyền truy cập vào động cơ chọn mạnh mẽ của SASS.
vscode.css-language-features.i18n.json,bundle,Provides functions that operate on numbers.,Cung cấp các chức năng hoạt động trên các số.
vscode.css-language-features.i18n.json,bundle,remove or change the unit of a dimension,loại bỏ hoặc thay đổi đơn vị của một chiều
vscode.css-language-features.i18n.json,bundle,Removes quotes from a string.,Xóa trích dẫn từ một chuỗi.
vscode.css-language-features.i18n.json,bundle,Rename to '{0}',Rename to '{0}'
vscode.css-language-features.i18n.json,bundle,Replaces $original with $replacement within $selector.,Replaces $original with $replacement within $selector.
vscode.css-language-features.i18n.json,bundle,Replaces the nth item in a list.,Thay thế mục thứ n trong một danh sách.
vscode.css-language-features.i18n.json,bundle,return `@color` 10% points darker,trả về `@color` 10% điểm tối hơn
vscode.css-language-features.i18n.json,bundle,return `@color` 10% points less saturated,Trả về `@color` 10% điểm ít bão hòa
vscode.css-language-features.i18n.json,bundle,return `@color` 10% points less transparent,Trả về `@color` 10% điểm ít minh bạch hơn
vscode.css-language-features.i18n.json,bundle,return `@color` 10% points lighter,trả về `@color` 10% điểm nhẹ hơn
vscode.css-language-features.i18n.json,bundle,return `@color` 10% points more saturated,Trả về `@color` 10% điểm bão hòa hơn
vscode.css-language-features.i18n.json,bundle,return `@color` 10% points more transparent,Trả về `@color` 10% điểm minh bạch hơn
vscode.css-language-features.i18n.json,bundle,return `@color` with 50% transparency,Trả về `@color` với độ minh bạch 50%
vscode.css-language-features.i18n.json,bundle,return `@color` with a 10 degree larger in hue,Trả về `@color` với Hue lớn hơn 10 độ
vscode.css-language-features.i18n.json,bundle,"return `@darkcolor` if `@color1 is> 43% luma` otherwise return `@lightcolor`, see notes","Trả về `@darkcolor` nếu`@color1 là> 43% luma` return `@lightcolor`, xem ghi chú"
vscode.css-language-features.i18n.json,bundle,return a mix of `@color1` and `@color2`,Trả lại hỗn hợp `@color1` và`@color2`
vscode.css-language-features.i18n.json,bundle,"returns a grey, 100% desaturated color","trả về màu xám, 100% màu sắc không bão hòa"
vscode.css-language-features.i18n.json,bundle,Returns a list of all keys in a map.,Trả về một danh sách tất cả các khóa trong bản đồ.
vscode.css-language-features.i18n.json,bundle,Returns a list of all values in a map.,Trả về một danh sách tất cả các giá trị trong bản đồ.
vscode.css-language-features.i18n.json,bundle,Returns a new map with keys removed.,Trả về một bản đồ mới với các khóa bị xóa.
vscode.css-language-features.i18n.json,bundle,Returns a random number.,Trả về một số ngẫu nhiên.
